mDt,mA,mQ,vDt,vA,vQ,sDt,sA,sQ,kDt,kA,kQ,g
0.445067,257.7804,86.662,8.43501,31779.850976,65.602556,7.679225,1.909497,0.468759,59.567141,3.235796,-1.96563,0
0.592526,262.6864,87.3372,10.724592,34627.750855,68.457496,6.438694,2.097845,0.550397,41.454759,5.09773,-1.908967,0
0.477205,259.708,86.6776,9.214737,32471.371936,65.546858,7.486125,1.880888,0.46952,56.642688,3.096367,-1.821257,0
1.339527,258.0814,87.096,4173.747789,31786.854374,482.500784,70.496817,2.003424,54.854373,4976.796136,4.628176,372618.509874,0
0.378879,236.2642,86.5336,7.041229,24178.339198,473.914871,8.477568,2.142195,56.401538,73.91186,4.323195,-2.983022,0
0.308475,240.8066,86.4838,5.3895,26167.435596,476.741338,9.587726,2.096838,55.911297,94.806735,4.197688,-2.9875,0
0.455249,257.015,88.7626,8.587427,30273.551175,937.945841,7.670584,1.783054,41.030308,60.016283,2.783721,-2.994718,0
0.410662,249.2268,87.2366,7.553328,28301.739362,62.57942,8.30404,1.922963,0.410252,70.421078,3.38851,-1.930368,0
0.486278,267.8614,88.5158,8.986291,35966.56459,62.11215,7.472861,1.765743,0.39984,56.766711,2.735733,-1.748971,0
0.363238,240.6188,88.3656,6.763903,25681.516287,894.166337,8.801588,2.112574,43.357968,78.909614,4.34795,-2.995313,0
0.659504,253.8454,87.7192,12.420247,31385.271499,879.205951,6.405661,2.044181,44.517646,40.973723,5.332312,-2.991224,0
2.672814,257.642,87.5582,25992.591495,31252.305836,482.426213,70.661098,1.883693,54.814613,4992.324018,3.100368,14501099.81947,0
0.542963,253.226,88.4008,10.092422,29988.534124,1289.588559,6.952154,1.835593,37.543232,48.637626,2.762242,-2.996837,0
2.044353,261.7636,88.8664,11178.177206,34890.711715,881.929751,70.590769,1.942839,44.209753,4985.683049,3.609887,801416.500978,0
0.535679,268.5246,88.6624,10.256436,34411.979395,465.619226,7.164083,1.760032,57.654537,52.121877,2.922487,-2.973254,0
0.331123,247.9876,87.2122,5.713793,29887.891046,468.201571,9.339837,2.135877,57.351874,89.310974,4.9046,-2.986252,0
0.552453,251.0742,88.2838,10.385034,29621.311894,1291.645258,6.882159,1.83235,37.463615,47.612307,2.610747,-2.996728,0
0.379948,262.8412,88.0114,6.321632,37737.278783,1294.51687,8.258886,2.083268,37.358801,68.669213,5.010802,-2.998291,0
0.453988,258.0558,87.4512,8.428533,32153.111486,114.554819,7.689583,1.692156,16.837713,60.188336,1.957953,-2.657931,0
0.477083,241.2954,86.6342,81.895289,27146.681339,70.16959,63.1827,2.297133,0.560366,4284.158754,6.215103,5836.686309,0
0.350353,259.578,86.665,5.810465,33253.981116,66.624775,9.008212,1.917027,0.308641,82.90095,3.856827,-2.346646,0
0.49058,263.9694,88.3948,9.390135,34491.355264,926.712133,7.431159,1.608097,41.80218,56.183769,1.570197,-2.993923,0
0.511859,245.2248,89.2888,9.301426,25238.677465,2912.143795,7.274147,2.032202,25.761567,54.207279,4.421216,-2.999416,0
0.695708,264.3972,88.769,13.06518,34013.931432,1693.642039,5.992026,1.906476,33.229029,35.733872,4.006055,-2.997695,0
0.548635,243.3094,88.4718,10.059505,25260.713672,1285.991605,7.040502,1.957971,37.690594,50.724525,3.680129,-2.996713,0
1.117543,260.0592,89.2488,461.294782,31228.190095,2088.577699,66.984847,1.897001,30.299517,4645.540616,3.57229,223.763129,0
0.561097,253.7878,87.5592,10.34991,29309.073171,922.118895,6.926741,1.976167,42.1845,48.274635,4.458243,-2.99354,0
0.508779,244.5628,89.6114,9.058924,26718.624456,2915.88439,7.25165,2.104701,25.694561,53.569109,5.092763,-2.999454,0
1.782531,242.6194,87.5246,11173.371567,26826.760544,886.010995,70.643651,2.040208,44.03043,4990.675072,3.89614,794161.629392,0
0.50865,260.0874,87.4022,9.98588,34738.776961,473.463235,7.310556,2.223042,56.38125,54.048878,5.846811,-2.974623,0
0.484513,250.7158,86.9468,9.170144,28079.91063,83.53917,7.365717,1.854947,0.658878,54.923943,3.021639,-2.302041,0
0.542426,256.2248,88.1038,10.278778,29245.698665,466.415426,7.026833,1.976128,57.57774,50.135904,4.436599,-2.974194,0
1.222465,258.0874,87.0596,4170.784083,29922.487361,73.950848,70.577137,1.871619,0.47865,4984.387401,3.285507,15864344.117133,0
0.381312,243.4612,89.7076,6.471325,28885.339695,1694.056902,8.839963,1.94411,33.150655,79.861384,3.718776,-2.998791,0
0.366569,265.8064,87.3438,6.687766,36936.409719,61.659202,8.925148,1.797424,0.322253,81.543515,2.555314,-2.005404,0
1.286324,261.3494,87.0524,4172.41006,32539.22612,481.931254,70.533064,2.007279,54.959175,4980.222144,4.488365,373517.146476,0
1.193136,259.431,87.0112,4170.23837,30104.005639,70.131875,70.59231,1.839738,0.305468,4985.821001,3.020978,17639599.196745,0
0.488911,248.2912,87.3448,9.235694,27540.204803,473.034313,7.457253,1.931533,56.460767,56.915716,3.151153,-2.97716,0
0.429312,269.0644,87.5128,7.664296,32785.173053,58.660236,8.146852,1.720858,0.261813,67.974552,2.424359,-1.788399,0
0.533937,262.5508,87.5814,54.153916,33916.713419,1289.766174,55.759639,1.956469,37.59527,3601.009156,4.407782,3.353655,0
0.416101,241.0566,86.7886,7.9937,25001.526996,473.88471,8.185908,2.046935,56.376318,68.755528,3.866864,-2.979582,0
0.600533,243.5814,89.4384,84.27712,26122.911374,2916.085005,60.548832,2.140218,25.701416,4042.162132,5.351114,0.378741,0
0.536091,267.2066,88.5842,10.348017,33975.368716,466.25931,7.163546,1.753229,57.546598,52.105447,2.88411,-2.972857,0
0.544644,244.6822,89.0912,83.15902,26002.578403,2917.057283,61.758399,2.285284,25.707668,4153.093535,6.365649,0.377646,0
0.346729,244.4384,86.9086,6.29015,27564.418205,882.273446,9.028402,2.044585,44.365459,83.875936,3.812422,-2.995584,0
0.414665,240.0096,86.7662,7.993758,24868.989108,474.247538,8.187287,2.073598,56.314597,68.771091,3.985938,-2.979609,0
0.538216,264.8428,87.2312,10.536481,35796.986088,65.539347,7.093379,2.180805,0.371125,50.689232,5.598942,-1.612369,0
0.380435,258.6848,87.859,5.912411,30027.531449,868.134319,8.185553,2.068539,45.360293,67.357334,4.597316,-2.996737,0
0.48195,264.7262,88.4982,9.088443,35148.197634,923.757197,7.496267,1.659823,41.990365,57.237228,1.962404,-2.994169,0
0.957653,264.9218,89.1328,457.726608,32304.126885,2090.999164,67.783006,1.83674,30.254206,4720.312882,3.263939,223.33479,0
0.540951,252.5138,88.2788,10.426384,29641.84861,1291.534671,7.017481,1.80345,37.468847,49.610645,2.507452,-2.996571,0
0.482838,264.0984,86.8982,9.290042,33790.787517,65.903437,7.442331,1.818115,0.451134,55.961278,2.810777,-1.828382,0
0.402085,240.0148,88.279,7.67766,26294.085781,891.758359,8.349721,2.230825,43.540414,70.8955,5.496526,-2.994523,0
0.759895,263.741,88.6646,453.691694,30927.138719,2092.656907,68.707552,1.826052,30.247259,4807.240433,3.176432,223.095739,0
0.324327,247.9774,87.2814,5.56318,30117.887689,467.288614,9.499895,2.126718,57.511602,92.555076,4.82782,-2.986457,0
0.453406,254.5724,87.1656,8.036169,28412.297558,926.931777,7.607625,1.910408,41.893001,58.405098,3.799928,-2.995385,0
0.434261,244.7536,86.5658,81.292089,25525.507287,70.38367,63.882681,2.367697,0.615746,4349.180813,6.986603,5802.767952,0
0.547085,267.1138,87.8954,10.455216,34845.51925,884.499259,7.137416,1.739063,44.110873,51.665586,2.896773,-2.992362,0
0.499433,266.285,88.024,9.352657,36004.264975,73.269024,7.351725,1.790416,0.749852,54.691516,2.710281,-2.059971,0
0.450442,257.5336,87.4548,8.352023,31966.522871,115.482357,7.7373,1.698093,16.645266,60.970831,1.986949,-2.665394,0
0.587958,259.844,88.5562,11.459905,32567.079664,468.789242,6.778658,1.820257,57.08581,46.467673,3.147297,-2.970438,0
0.491315,276.1086,88.5342,8.795363,39699.281606,1284.26683,7.501623,1.791028,37.762781,57.272653,3.568058,-2.997173,0
0.376267,244.906,86.8092,6.468988,29638.164364,70.403995,8.930346,2.114378,0.632284,81.673934,4.718598,-2.285129,0
0.59148,248.6364,87.1248,11.539357,28959.320995,891.129625,6.75153,2.291887,43.69414,45.724871,7.236817,-2.99183,0
0.453741,261.7988,87.395,8.030694,32129.212319,1334.820175,7.483429,2.123771,36.137225,56.311223,5.980026,-2.997853,0
0.536235,272.2524,89.5552,10.017612,42732.426694,2089.894553,7.087636,2.021343,30.249916,50.731737,4.428087,-2.998765,0
0.553826,275.642,88.4782,10.405411,39827.412636,1285.273125,7.052601,1.795185,37.722645,50.415877,3.567697,-2.996499,0
0.498863,251.6548,88.1054,9.226589,27147.205637,125.919491,7.199895,1.930115,14.803437,52.271204,3.853873,-2.703247,0
0.589487,262.5484,87.125,10.695371,34468.066457,66.529375,6.479407,2.054539,0.568419,42.03884,4.844781,-1.836002,0
0.622113,243.0714,89.2024,84.86468,25708.584302,2916.279034,59.933863,2.299498,25.711787,3985.839196,6.497483,0.377865,0
0.455203,258.1122,87.241,8.603473,31749.023211,488.199719,7.856679,1.881154,53.874421,63.082396,3.09677,-2.979477,0
0.453122,259.1906,88.9988,8.510107,31705.880272,937.765199,7.717428,1.750466,41.020285,60.786134,2.531664,-2.994747,0
0.569401,264.506,87.951,10.448805,33145.103164,58.104999,7.045955,1.737239,0.231913,50.09844,2.556295,-1.28293,0
0.87899,248.5654,88.408,17.374039,27822.500923,59.879536,5.513211,1.98974,0.374155,29.967444,4.093324,-0.224572,0
0.4784,261.3452,88.3074,8.718576,33806.138037,73.460905,7.435789,1.768704,0.738825,55.771273,2.360725,-2.172165,0
0.365775,242.4402,87.0324,6.6588,27064.477624,882.85175,8.745329,2.077699,44.310676,78.699449,4.006039,-2.995352,0
1.330829,259.0834,87.0996,4173.625612,31909.399644,482.25608,70.500309,1.994475,54.895582,4977.125661,4.563836,372999.597122,0
0.392192,242.4108,89.0746,6.526827,28046.953243,1285.906635,8.705891,1.911671,37.646672,77.64752,3.298644,-2.997922,0
0.526478,243.3966,88.7472,9.583291,25112.534108,1692.132492,7.222623,1.959553,33.274444,53.518252,3.706325,-2.998187,0
0.544808,263.4668,88.1396,10.230481,34865.198898,73.888112,6.926568,1.778903,0.732685,48.272526,2.407971,-2.017058,0
0.936528,265.049,89.0526,457.227692,32271.859399,2089.895033,67.895836,1.789388,30.28216,4730.893538,2.944245,223.586792,0
2.662413,248.7036,87.2924,25992.335244,27494.392547,478.506502,70.662335,1.991427,55.504839,4992.440749,3.620392,14739699.722893,0
1.390347,262.5754,87.0228,4218.386453,32037.532715,64.52028,69.458384,1.774135,0.247488,4872.334358,2.809292,20840329.510125,0
0.353355,254.6296,87.5,6.328271,32915.794804,67.646,9.041925,1.985237,0.353728,83.44535,3.471069,-2.243468,0
0.492935,272.5036,88.2736,8.758688,38064.637187,1696.997943,7.353938,1.917461,33.165783,54.86279,4.414583,-2.998459,0
0.45233,243.797,88.5586,8.365504,28066.379391,1288.801366,7.906366,1.865736,37.562144,63.502933,2.811961,-2.997198,0
0.418399,242.2446,89.35,7.385645,27873.847571,1288.3015,8.389182,1.914798,37.519953,71.803063,3.343259,-2.997542,0
0.520783,252.4062,88.4684,9.692959,28732.949202,889.777401,7.11793,1.857471,43.673738,51.017432,2.97889,-2.99359,0
0.538579,256.1246,87.992,10.22523,29056.030275,466.499136,7.058574,1.983827,57.57685,50.588448,4.498497,-2.974254,0
0.574648,275.464,89.4934,10.7848,43246.261504,2092.668356,6.750675,1.911444,30.194021,45.859671,3.872525,-2.998702,0
1.960069,252.709,88.4498,11176.719918,32181.793519,884.85988,70.60694,2.077799,44.030532,4987.209195,4.349363,796153.56232,0
0.470368,252.466,87.2456,8.541113,28229.027644,1335.772081,7.624582,2.090108,36.109563,58.93567,5.499871,-2.997468,0
0.408569,262.8924,88.0654,7.31691,34662.491222,69.591523,8.187923,1.737749,0.76895,68.226399,2.171171,-2.212621,0
0.59149,260.52,88.3752,11.622965,32685.4684,469.929625,6.749105,1.884603,56.899868,46.025891,3.536881,-2.970009,0
0.543897,268.5788,87.9444,10.379035,35472.120991,882.659709,7.175087,1.676975,44.243876,52.233548,2.442356,-2.992363,0
0.471618,259.62,88.719,8.811101,32866.7368,971.053639,7.472203,1.756832,39.60767,56.863491,2.46654,-2.995071,0
1.201597,257.5406,86.9924,4170.619964,29594.480352,482.804342,70.582266,1.892852,54.815478,4984.871156,3.319021,372195.078926,0
0.463116,255.903,88.0576,8.659449,31233.305591,929.007482,7.550537,1.737539,41.680054,57.937361,2.20312,-2.994705,0
0.326169,266.526,87.8712,5.703171,37858.145324,466.160211,9.584876,1.802219,57.643371,94.157984,2.765571,-2.985457,0
0.497011,257.8802,86.71,53.23277,30316.733848,67.1259,57.181078,1.82254,0.280508,3727.834718,3.172263,2343.301885,0
0.447918,260.7902,88.3652,7.600249,30997.079784,1691.803829,7.555043,1.859215,33.310362,57.809529,3.588055,-2.998773,0
0.378594,245.9234,88.7838,6.835012,27694.026732,891.028258,8.634299,1.993842,43.546887,75.840754,3.685963,-2.995361,0
0.594403,251.1716,87.371,11.230877,30486.435753,881.586559,6.871621,2.118989,44.372685,47.44245,5.719256,-2.991814,0
0.535681,264.3586,86.7792,10.648922,36392.324806,68.794447,7.073227,2.143492,0.530771,50.423882,5.358834,-1.719912,0
0.37901,236.3398,86.5586,7.041173,24006.791936,474.191766,8.477522,2.142094,56.349167,73.911407,4.344679,-2.983042,0
0.394467,243.8718,89.459,6.785238,28642.869365,1289.103919,8.659549,1.894572,37.476798,76.599349,3.240268,-2.997795,0
0.418729,259.0642,88.6002,7.157843,30479.810478,2101.83436,7.951171,1.868504,30.053814,64.272775,3.396841,-2.99922,0
0.378232,242.2342,89.696,6.373169,28703.06615,1694.525584,8.819526,1.963651,33.137887,79.417013,3.811688,-2.998834,0
0.604712,268.436,88.1544,11.130267,38263.599504,64.728561,6.615126,2.063097,0.607675,43.997095,4.635717,-1.610399,0
2.07282,259.767,88.5586,11178.69772,34624.740311,475.418566,70.585038,1.982955,55.897234,4985.142464,3.817379,2757836.568869,0
0.544713,262.4228,88.0934,10.230573,34536.81884,74.293876,6.926561,1.797058,0.726605,48.272427,2.498838,-2.02775,0
2.747329,258.3128,87.6222,25993.871808,33650.310156,483.969467,70.654498,1.954995,54.549894,4991.701327,3.805852,14408389.874429,0
0.701513,264.5666,87.2454,13.419167,35378.043164,70.348379,5.954128,2.026196,0.590675,35.230269,4.688306,-1.608926,0
0.457904,265.8994,88.1526,8.525582,36139.84248,71.124513,7.75221,1.686354,0.79245,61.066298,1.918713,-2.079468,0
0.59193,267.7972,89.6812,11.245804,40288.580072,2504.022767,6.697848,2.093478,27.670581,45.288548,4.635795,-2.999026,0
0.557643,275.2962,88.4556,10.481129,39651.708866,1285.527629,7.016116,1.801534,37.713251,49.874119,3.613201,-2.996485,0
0.813348,251.6116,88.7382,15.91112,30717.543545,869.286461,5.709105,1.968531,45.188457,32.194421,3.828166,-2.988209,0
0.600625,245.9464,89.233,84.529699,27398.455127,2915.371911,60.288107,2.274397,25.722226,4018.056308,6.329658,0.380422,0
0.475002,260.1996,88.3846,8.907766,33887.07496,2117.127083,7.662386,2.19204,29.743167,59.91232,5.708488,-2.998886,0
0.519691,257.6626,87.821,53.411578,34147.683561,1292.324159,56.867273,2.024917,37.466296,3702.043822,4.642221,3.328798,0
2.780024,256.4374,87.3638,25994.331215,33434.877281,78.12985,70.652018,1.985036,0.641934,4991.467474,3.956979,552856611.14616,0
2.794139,255.7476,87.3858,25994.494057,33182.431494,78.295758,70.651093,2.001666,0.636547,4991.380156,4.043316,550513358.72583,0
0.425827,245.5026,87.933,7.164938,31539.412393,473.058911,8.143719,1.84098,56.39436,67.819368,2.489165,-2.983754,0
0.393967,258.5874,86.6558,7.170321,32025.785961,64.813326,8.194851,1.897128,0.463066,68.497381,3.163955,-2.124938,0
1.786225,242.652,87.5554,11173.416146,26821.830496,885.843731,70.643124,2.040297,44.04,4990.625349,3.897055,794459.992921,0
0.476874,261.3714,88.2172,9.069882,33005.528262,928.174824,7.540391,1.634039,41.720768,57.925565,1.734341,-2.994182,0
0.42846,252.768,87.9344,7.499265,26843.927776,124.942497,7.741211,1.824503,15.001409,60.339313,3.039516,-2.771813,0
2.748205,261.0406,87.823,25993.867434,34945.238552,481.953271,70.654499,1.929226,54.865653,4991.701473,3.572536,14529189.281117,0
0.683835,267.8114,88.3312,451.055651,30992.37783,1276.192307,69.313258,1.760494,38.135677,4864.609944,2.633048,605.056286,0
0.479918,250.2378,88.1128,8.683129,26564.283251,126.358476,7.266009,1.937887,14.72378,53.094989,3.96454,-2.735109,0
1.776069,242.866,87.6096,11173.247904,26672.687644,886.379588,70.645005,2.008271,43.995463,4990.802885,3.703231,793504.019091,0
0.453024,261.0348,88.9982,8.510278,32565.187589,936.087397,7.717295,1.729601,41.129672,60.784605,2.405061,-2.994728,0
0.507849,261.1058,87.4458,9.986356,35306.516206,473.822262,7.310784,2.248322,56.312381,54.050858,5.945868,-2.974658,0
0.332316,267.7248,87.5444,5.729362,37589.150265,464.347629,9.328266,1.74865,58.017948,89.355227,2.403722,-2.98594,0
0.463722,259.0488,88.1408,8.426015,33344.833219,73.546575,7.554467,1.795347,0.766568,57.595966,2.467602,-2.204641,0
0.450131,263.7436,88.4682,8.38428,35666.127459,2115.191389,7.943377,2.127094,29.778278,64.537856,5.13704,-2.998939,0
0.359571,238.4938,86.9356,6.58192,25721.722762,883.215853,8.816562,2.125345,44.293201,80.018327,4.303668,-2.99539,0
0.436577,253.737,88.4978,7.632996,27319.868631,938.952395,7.644289,1.809648,40.993078,58.810641,2.937165,-2.995915,0
0.267974,265.9258,87.0644,3.890665,33786.609494,56.468253,10.359472,1.788795,0.211153,108.999425,2.891245,-2.468315,0
0.430468,242.2906,87.4826,8.036238,24587.122552,474.742097,8.055929,1.947026,56.144044,66.516728,3.2958,-2.98008,0
0.386137,240.0224,88.2604,7.34927,26454.082698,888.560992,8.520543,2.268634,43.774308,73.939121,5.684998,-2.994737,0
0.76511,257.1546,87.1054,15.072716,31692.737499,73.010691,5.658396,2.004998,0.50782,31.71102,4.374345,-1.520628,0
0.58982,251.0096,87.7438,10.880963,29466.825108,879.559762,6.845149,1.956431,44.48795,47.156198,4.410962,-2.992324,0
0.517108,244.9738,89.3284,9.376415,25753.809514,2911.378953,7.233527,2.007931,25.769496,53.57474,4.245643,-2.999413,0
0.360374,265.7092,87.3596,6.523711,36899.205835,61.718288,8.989001,1.799935,0.31995,82.771131,2.565792,-2.041697,0
0.572802,268.7244,87.9372,10.57707,38195.642045,61.978056,6.727469,1.838082,0.282826,45.440207,3.230831,-1.589215,0
0.417689,254.1842,87.304,7.593209,29628.52427,117.039584,7.94326,1.724356,16.381941,63.924662,2.223065,-2.71831,0
0.385863,255.5918,86.709,7.111893,31461.111973,64.844319,8.301451,1.922649,0.486943,69.999019,3.265837,-2.121901,0
0.467897,246.5154,87.0902,8.747354,26633.514563,471.635664,7.618897,1.945265,56.742295,59.540647,3.276014,-2.978487,0
0.578641,262.428,88.4268,10.469775,32907.652816,1690.544242,6.584705,1.889939,33.343139,43.612884,3.965909,-2.998212,0
0.458461,253.3144,87.1876,8.431683,28753.233553,115.918006,7.532734,1.747816,16.620611,57.298676,2.35038,-2.680968,0
0.442576,268.0074,87.5372,7.746807,35707.981345,929.448616,7.847464,1.9969,41.696264,62.908727,4.908759,-2.995421,0
0.368418,265.5324,87.3114,6.682543,36762.75735,60.83483,8.837762,1.804854,0.296822,79.96725,2.59693,-1.998881,0
0.528288,255.2734,86.6596,53.734246,29744.450652,68.155728,56.391623,1.859169,0.308295,3657.615115,3.390658,2272.368116,0
0.424804,243.3862,88.9566,7.297888,29288.20225,1284.895916,8.318467,1.907243,37.700918,70.514631,3.21153,-2.997628,0
0.420837,242.9006,88.5572,7.553723,28990.58952,1287.633528,8.364378,1.89247,37.612322,71.293666,3.174029,-2.997443,0
0.517178,255.124,87.8434,53.31695,35131.402624,1292.776876,57.013129,2.177107,37.444888,3715.258911,5.698993,3.324455,0
0.265787,257.2888,86.9626,3.709318,31976.980595,63.414801,10.024656,1.998302,0.176626,99.252102,4.268065,-2.650152,0
0.392452,265.6134,87.9062,6.055581,31298.93194,870.243802,7.972802,1.959888,45.191394,63.483653,4.083836,-2.996781,0
0.329861,269.9584,87.2364,5.367533,33354.082269,60.442115,9.208182,1.731679,0.264303,85.947862,2.485768,-2.298535,0
1.789181,244.5588,87.3606,11173.41005,27872.683743,886.083768,70.643097,2.051548,44.039727,4990.622895,3.926102,794028.360373,0
0.267834,254.8558,86.6198,3.798995,31506.763406,67.860048,10.11796,2.023547,0.319116,102.451858,4.484492,-2.669506,0
0.560973,264.8866,87.1466,11.140592,36704.68134,67.779108,6.940409,2.133814,0.509448,48.438698,5.239822,-1.61032,0
0.589214,249.61,87.2228,11.2911,29223.1491,886.08276,6.844368,2.192488,44.054842,47.060843,6.304449,-2.991871,0
0.444549,269.7642,87.5012,7.855455,35972.082998,929.633599,7.853597,1.969384,41.687327,62.989117,4.763442,-2.995288,0
0.468739,251.6034,87.3326,8.75473,28579.972508,490.030777,7.582922,1.929194,53.572395,58.377535,3.520089,-2.980409,0
0.454281,244.1046,88.701,8.308491,29784.548859,1286.079199,7.948323,1.903797,37.668654,64.181639,3.165089,-2.997196,0
0.51227,267.4228,87.7698,9.595555,36060.85004,882.088408,7.276964,1.7525,44.297809,53.528637,2.878984,-2.993311,0
0.653114,262.7542,88.1546,451.115696,30079.458582,1278.232699,69.305135,1.853463,38.058141,4863.718111,3.29395,603.166905,0
0.384989,253.9126,87.669,6.054251,28802.235361,871.072639,8.168526,2.14844,45.150817,67.303229,5.040051,-2.996604,0
0.408081,263.9034,88.1228,7.317046,35057.455268,70.46092,8.188233,1.720878,0.7717,68.229653,2.092419,-2.231868,0
0.482533,268.9668,88.6756,8.910717,36047.881298,465.658765,7.516028,1.739507,57.644892,57.457271,2.643035,-2.977862,0
0.369658,241.363,89.8748,6.354815,28325.626031,1697.846325,8.830527,2.044315,33.028987,79.654509,4.221024,-2.998842,0
0.59191,261.793,88.3802,11.622521,32932.102151,469.739648,6.749131,1.86347,56.933895,46.02631,3.430768,-2.969987,0
1.202874,257.6004,86.8142,4170.566562,30020.75672,74.142878,70.583559,1.903944,0.547972,4984.993307,3.351724,15782544.012335,0
0.52889,269.7774,89.6152,9.856723,42059.257449,2094.384729,7.145452,2.06747,30.149041,51.779628,4.618513,-2.998787,0
0.587197,261.1812,88.5626,11.460533,33111.104767,469.116481,6.778764,1.830226,57.025041,46.468346,3.218377,-2.970476,0
0.367837,251.607,87.6868,5.788586,29085.818151,873.383906,8.430883,2.117995,44.969064,71.918527,4.805379,-2.996709,0
2.090538,263.546,88.853,11178.86717,35899.367084,470.364191,70.582934,1.930466,56.762379,4984.943933,3.489656,2817397.920122,0
0.401602,245.1696,89.3906,7.319758,27503.223636,1702.225632,8.333279,1.996862,32.936182,70.544147,3.735719,-2.99864,0
0.443721,254.976,88.072,8.120136,28431.572224,122.048016,7.776503,1.863892,15.413292,61.421221,3.409207,-2.714836,0
0.369958,250.2834,87.4218,6.344461,31851.369484,473.049885,8.590224,2.36598,56.455601,75.577581,6.98395,-2.985866,0
0.502952,264.8686,88.6776,9.57756,35690.381334,69.733658,7.365421,1.689811,0.725993,54.954543,1.944491,-1.906768,0
0.680979,269.0484,88.6686,451.220458,31128.245657,1682.619174,69.276318,1.737111,33.561797,4861.093079,2.560371,346.790309,0
0.624455,269.902,88.498,11.88123,39891.026396,466.457196,6.410258,1.807081,57.510358,41.048295,3.000635,-2.971422,0
0.493846,264.7446,87.5832,9.10501,34993.832971,880.271878,7.437257,1.786383,44.451575,56.055902,3.098845,-2.993682,0
0.466544,245.4084,86.8462,8.868922,26251.680809,472.887746,7.625096,1.958784,56.548485,59.597243,3.394731,-2.977982,0
0.59942,243.3536,89.3556,84.277926,25833.548967,2916.884349,60.548326,2.157622,25.695369,4042.114112,5.487893,0.376914,0
0.514174,263.5022,87.019,10.12403,33340.118395,67.535439,7.23899,1.83308,0.446311,52.869317,2.910831,-1.7445,0
0.446873,245.899,86.7232,8.477484,26454.087999,473.046182,7.81012,1.947585,56.534482,62.662582,3.33056,-2.978912,0
0.758852,260.9672,87.4514,14.927888,33140.775724,66.777638,5.69722,1.952758,0.359467,32.182626,4.24422,-1.241822,0
0.241696,255.4036,86.5726,3.2475,32043.521907,66.469529,10.707181,2.011604,0.279701,113.745475,4.336059,-2.721328,0
0.368247,251.149,87.7618,5.788376,28890.346399,873.194661,8.430834,2.121988,44.976493,71.91821,4.853173,-2.996708,0
0.451528,261.6022,87.0156,8.198067,34761.623555,66.988557,7.844446,1.846589,0.269547,62.406062,3.38047,-2.02042,0
0.460467,252.4726,87.2728,8.617366,28687.184449,490.61038,7.672097,1.91927,53.484829,59.791645,3.475165,-2.980628,0
0.465722,260.5678,88.2862,7.992362,30707.980603,1692.47749,7.391485,1.825009,33.296227,55.2553,3.453783,-2.998701,0
0.350536,252.3262,87.4678,6.344574,31416.657794,69.975363,9.036853,2.018903,0.384975,83.303382,3.709271,-2.290516,0
0.547599,264.2094,87.1372,10.806708,35597.739152,67.981176,7.003609,2.192123,0.530459,49.374021,5.660148,-1.676496,0
0.585983,249.5326,87.2426,11.215171,29273.976537,886.033745,6.877954,2.193431,44.056586,47.541804,6.293139,-2.991902,0
0.456558,256.1906,87.1722,8.58194,30845.101872,489.244147,7.798578,1.89768,53.713967,62.124073,3.245981,-2.979962,0
0.459418,254.5814,87.1882,8.654149,30023.950574,489.102381,7.756176,1.913471,53.735717,61.400174,3.371527,-2.979838,0
0.298485,257.5792,86.6954,4.502618,32264.993327,66.723419,9.720319,1.957124,0.314322,95.935228,4.148827,-2.549469,0
0.438675,264.6274,88.293,8.025795,34584.096969,927.775551,7.778125,1.601095,41.739865,61.648491,1.550642,-2.995162,0
0.650969,265.6166,88.5242,451.081663,31469.032004,2090.819014,69.313334,1.801911,30.296041,4864.480728,3.030247,223.559201,0
0.522306,251.9678,87.104,9.934833,30449.007563,481.805184,7.234612,2.081586,54.97205,52.712426,5.152232,-2.976312,0
0.443033,258.8724,87.0504,8.325754,30594.857318,79.90986,7.722682,1.699154,0.759399,60.449657,2.164994,-2.311228,0
2.743085,254.1372,87.3688,25993.55475,33859.009176,77.164787,70.655867,2.088122,0.737422,4991.830614,4.706729,566779058.11601,0
0.614078,259.8806,88.4324,12.001746,31987.416344,469.39663,6.617824,1.907087,56.991951,44.214375,3.756673,-2.969134,0
0.705989,261.9414,87.2422,13.502189,34392.435566,73.343539,5.924857,2.084077,0.617053,34.885049,5.071257,-1.716037,0
0.522971,252.9674,88.4462,9.661783,28980.620337,1289.711906,7.075431,1.848589,37.534186,50.40325,2.9218,-2.997003,0
0.444111,261.546,88.6552,7.523709,31153.143884,2098.193513,7.602355,1.849456,30.12829,58.578946,3.52483,-2.999208,0
0.568813,268.7244,87.9396,10.501625,38191.098045,61.926352,6.760699,1.838577,0.286346,45.913672,3.232132,-1.59333,0
0.8366,251.3082,88.3216,16.65646,29197.831213,62.194173,5.674185,1.936568,0.385493,31.724806,3.72965,-0.509389,0
0.58974,250.2872,87.762,10.881356,29244.936316,879.614556,6.844844,1.967348,44.482019,47.153233,4.501549,-2.992325,0
0.625759,269.1454,89.0168,11.722978,38581.117859,468.440118,6.549693,1.954872,57.090958,43.113168,3.86075,-2.97112,0
0.402282,240.028,88.2838,7.677827,26185.040416,890.960058,8.349239,2.241841,43.597986,70.889922,5.557876,-2.994513,0
0.532321,246.8934,89.6758,9.385181,27252.013636,2913.576694,7.043586,1.996124,25.72148,50.5865,4.168801,-2.999444,0
