mDt,mA,mQ,vDt,vA,vQ,sDt,sA,sQ,kDt,kA,kQ,g,attack
337.3298,637.6204,437.42667,337.3298,38574.332,797.7754,357.34918,337.3298,397.3879,437.42667,357.34918,337.3298,1,1
0.386137,240.0224,88.2604,7.34927,26454.082698,888.560992,8.520543,2.268634,43.774308,73.939121,5.684998,-2.994737,0,0
0.461954,267.7216,87.4226,8.216266,34973.79,930.5212,7.616095,2.014329,41.634743,59.08932,5.117447,-2.995159,0,1
0.507854,265.8426,88.9482,9.75816,38792.33,2514.6135,7.473885,2.130529,27.538792,56.837997,4.948927,-2.999099,0,1
337.3298,617.6011,417.4073,337.3298,29845.885,817.7948,357.34918,337.3298,397.3879,417.4073,337.3298,337.3298,1,1
0.76511,257.1546,87.1054,15.072716,31692.737499,73.010691,5.658396,2.004998,0.50782,31.71102,4.374345,-1.520628,0,0
0.58982,251.0096,87.7438,10.880963,29466.825108,879.559762,6.845149,1.956431,44.48795,47.156198,4.410962,-2.992324,0,0
337.3298,637.6204,437.42667,357.34918,38414.176,397.3879,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,337.3298,32528.48,797.7754,357.34918,337.3298,397.3879,437.42667,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,357.34918,30846.854,3240.139,357.34918,337.3298,357.34918,397.3879,337.3298,337.3298,1,1
0.766633,244.9722,89.308,14.393929,26706.469,133.07553,6.162909,1.99171,3.47912,37.79596,3.983515,-2.522713,1,1
0.517108,244.9738,89.3284,9.376415,25753.809514,2911.378953,7.233527,2.007931,25.769496,53.57474,4.245643,-2.999413,0,0
0.360374,265.7092,87.3596,6.523711,36899.205835,61.718288,8.989001,1.799935,0.31995,82.771131,2.565792,-2.041697,0,0
0.572802,268.7244,87.9372,10.57707,38195.642045,61.978056,6.727469,1.838082,0.282826,45.440207,3.230831,-1.589215,0,0
0.561031,275.7072,89.4848,10.551719,43149.094,2091.789,6.859449,1.914834,30.213549,47.38939,3.892483,-2.998718,0,1
0.417689,254.1842,87.304,7.593209,29628.52427,117.039584,7.94326,1.724356,16.381941,63.924662,2.223065,-2.71831,0,0
337.3298,617.6011,417.4073,337.3298,35110.98,397.3879,357.34918,337.3298,337.3298,417.4073,337.3298,337.3298,1,1
0.338173,268.3948,87.7558,5.810669,37710.062,465.99777,9.235962,1.752305,57.6886,87.588036,2.44595,-2.985915,0,1
337.3298,617.6011,437.42667,337.3298,30706.719,457.44604,357.34918,337.3298,357.34918,417.4073,337.3298,337.3298,1,1
0.385863,255.5918,86.709,7.111893,31461.111973,64.844319,8.301451,1.922649,0.486943,69.999019,3.265837,-2.121901,0,0
337.3298,617.6011,417.4073,357.34918,31747.725,1258.221,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.47703,252.2816,87.2162,8.606856,28221.781,1335.4419,7.523729,2.096585,36.12515,57.315304,5.525326,-2.997495,0,1
337.3298,617.6011,437.42667,337.3298,33889.797,397.3879,357.34918,337.3298,337.3298,417.4073,357.34918,337.3298,1,1
337.3298,597.58167,437.42667,797.7754,28744.82,2058.9958,417.4073,337.3298,377.36853,5182.018,337.3298,677.6592,1,1
0.467897,246.5154,87.0902,8.747354,26633.514563,471.635664,7.618897,1.945265,56.742295,59.540647,3.276014,-2.978487,0,0
0.578641,262.428,88.4268,10.469775,32907.652816,1690.544242,6.584705,1.889939,33.343139,43.612884,3.965909,-2.998212,0,0
137.13608,117.11671,137.13608,97.09733,671736640.0,-2.999533,137.13608,137.13608,137.13608,-2.999533,137.13608,117.11671,0,1
0.458461,253.3144,87.1876,8.431683,28753.233553,115.918006,7.532734,1.747816,16.620611,57.298676,2.35038,-2.680968,0,0
0.442576,268.0074,87.5372,7.746807,35707.981345,929.448616,7.847464,1.9969,41.696264,62.908727,4.908759,-2.995421,0,0
0.368418,265.5324,87.3114,6.682543,36762.75735,60.83483,8.837762,1.804854,0.296822,79.96725,2.59693,-1.998881,0,0
0.528288,255.2734,86.6596,53.734246,29744.450652,68.155728,56.391623,1.859169,0.308295,3657.615115,3.390658,2272.368116,0,0
1.723105,268.7256,87.6446,11172.318,30537.344,880.8523,70.65531,1.404465,44.408802,4991.776,1.287472,803516.44,1,1
0.584351,267.298,88.1302,10.849799,37242.508,69.204445,6.631275,1.813127,0.657945,44.086823,2.979353,-1.842623,0,1
0.444658,251.817,87.5848,8.264961,28889.244,469.17722,7.813962,1.911919,57.132416,62.04259,3.638034,-2.979816,0,1
0.424804,243.3862,88.9566,7.297888,29288.20225,1284.895916,8.318467,1.907243,37.700918,70.514631,3.21153,-2.997628,0,0
0.420837,242.9006,88.5572,7.553723,28990.58952,1287.633528,8.364378,1.89247,37.612322,71.293666,3.174029,-2.997443,0,0
0.519195,291.4922,87.0566,10.429157,38786.695,62.155796,7.194608,1.619578,0.575911,52.170547,3.249481,-1.446746,1,1
0.508337,262.7284,87.442,9.986016,36065.2,473.05185,7.310701,2.218508,56.449528,54.05022,5.698847,-2.974577,0,1
337.3298,617.6011,437.42667,357.34918,32448.404,417.4073,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
0.517178,255.124,87.8434,53.31695,35131.402624,1292.776876,57.013129,2.177107,37.444888,3715.258911,5.698993,3.324455,0,0
337.3298,617.6011,437.42667,357.34918,36332.16,1258.221,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,337.3298,33489.41,817.7948,357.34918,337.3298,397.3879,437.42667,337.3298,337.3298,1,1
0.460303,242.4276,88.7574,8.43898,28701.3,1287.9637,7.856009,1.865453,37.581985,62.673603,2.779433,-2.997181,0,1
0.37775,258.0648,87.9284,5.83498,30039.95,866.89166,8.245216,2.077525,45.451267,68.403336,4.625695,-2.996765,0,1
0.442252,263.2972,87.7384,8.52161,35203.207,474.18677,8.010721,2.158496,56.213478,65.25914,5.503848,-2.977955,0,1
0.265787,257.2888,86.9626,3.709318,31976.980595,63.414801,10.024656,1.998302,0.176626,99.252102,4.268065,-2.650152,0,0
0.392452,265.6134,87.9062,6.055581,31298.93194,870.243802,7.972802,1.959888,45.191394,63.483653,4.083836,-2.996781,0,0
0.558833,267.5068,89.535,10.430983,41007.652,2095.6985,6.900937,2.117386,30.125713,48.19057,4.946599,-2.998732,0,1
0.329861,269.9584,87.2364,5.367533,33354.082269,60.442115,9.208182,1.731679,0.264303,85.947862,2.485768,-2.298535,0,0
1.789181,244.5588,87.3606,11173.41005,27872.683743,886.083768,70.643097,2.051548,44.039727,4990.622895,3.926102,794028.360373,0,0
0.267834,254.8558,86.6198,3.798995,31506.763406,67.860048,10.11796,2.023547,0.319116,102.451858,4.484492,-2.669506,0,0
0.467013,247.7864,87.0862,8.849699,27159.488,491.44196,7.696958,1.970196,53.370277,60.480556,3.831786,-2.979415,0,1
0.560973,264.8866,87.1466,11.140592,36704.68134,67.779108,6.940409,2.133814,0.509448,48.438698,5.239822,-1.61032,0,0
337.3298,637.6204,437.42667,337.3298,38173.945,1258.221,357.34918,337.3298,377.36853,397.3879,357.34918,337.3298,1,1
337.3298,617.6011,437.42667,357.34918,36192.027,1258.221,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.521041,274.5626,87.1406,10.142151,32216.97,478.46484,7.215096,1.55182,55.567745,52.441425,3.03005,-2.975089,1,1
0.486625,263.8312,88.389,9.314002,34460.54,926.8457,7.4741,1.611657,41.793648,56.86001,1.581958,-2.993955,0,1
2.068034,260.4714,88.5366,11178.637,34645.832,475.70306,70.58575,1.974693,55.850143,4985.2095,3.777951,2754546.0,0,1
0.589214,249.61,87.2228,11.2911,29223.1491,886.08276,6.844368,2.192488,44.054842,47.060843,6.304449,-2.991871,0,0
0.444549,269.7642,87.5012,7.855455,35972.082998,929.633599,7.853597,1.969384,41.687327,62.989117,4.763442,-2.995288,0,0
0.468739,251.6034,87.3326,8.75473,28579.972508,490.030777,7.582922,1.929194,53.572395,58.377535,3.520089,-2.980409,0,0
337.3298,617.6011,437.42667,397.3879,38754.508,1618.5697,397.3879,337.3298,377.36853,3980.8557,357.34918,337.3298,1,1
337.3298,637.6204,437.42667,337.3298,38534.293,397.3879,357.34918,337.3298,337.3298,417.4073,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,337.3298,31007.008,457.44604,357.34918,337.3298,357.34918,417.4073,337.3298,337.3298,1,1
0.454281,244.1046,88.701,8.308491,29784.548859,1286.079199,7.948323,1.903797,37.668654,64.181639,3.165089,-2.997196,0,0
337.3298,617.6011,437.42667,357.34918,31107.105,1258.221,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.51227,267.4228,87.7698,9.595555,36060.85004,882.088408,7.276964,1.7525,44.297809,53.528637,2.878984,-2.993311,0,0
0.653114,262.7542,88.1546,451.115696,30079.458582,1278.232699,69.305135,1.853463,38.058141,4863.718111,3.29395,603.166905,0,0
0.514758,242.5764,88.4912,9.608598,24530.562,1693.5643,7.298702,1.986239,33.25008,54.441437,3.886174,-2.998151,0,1
0.384989,253.9126,87.669,6.054251,28802.235361,871.072639,8.168526,2.14844,45.150817,67.303229,5.040051,-2.996604,0,0
337.3298,597.58167,437.42667,797.7754,28965.033,2459.3833,417.4073,337.3298,377.36853,5061.902,337.3298,557.5429,1,1
0.408081,263.9034,88.1228,7.317046,35057.455268,70.46092,8.188233,1.720878,0.7717,68.229653,2.092419,-2.231868,0,0
337.3298,617.6011,437.42667,357.34918,33789.703,1618.5697,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,357.34918,29925.963,817.7948,357.34918,337.3298,397.3879,417.4073,337.3298,337.3298,1,1
0.482533,268.9668,88.6756,8.910717,36047.881298,465.658765,7.516028,1.739507,57.644892,57.457271,2.643035,-2.977862,0,0
0.369658,241.363,89.8748,6.354815,28325.626031,1697.846325,8.830527,2.044315,33.028987,79.654509,4.221024,-2.998842,0,0
0.59191,261.793,88.3802,11.622521,32932.102151,469.739648,6.749131,1.86347,56.933895,46.02631,3.430768,-2.969987,0,0
0.56843,277.3066,87.2672,10.92891,33823.297,880.4962,6.973962,1.538519,44.47468,48.922394,3.134452,-2.992001,1,1
0.591877,267.895,89.6864,11.245856,40336.637,2503.9912,6.697849,2.090945,27.670795,45.28853,4.618936,-2.999026,0,1
0.985778,251.8802,89.0256,19.771729,30757.336,868.46375,5.148752,1.957074,45.2253,25.811766,3.845334,-2.985067,0,1
0.422025,243.68,88.8648,7.31498,29477.627,1284.4545,8.385323,1.896122,37.727654,71.67321,3.153697,-2.997578,0,1
1.202874,257.6004,86.8142,4170.566562,30020.75672,74.142878,70.583559,1.903944,0.547972,4984.993307,3.351724,15782544.012335,0,0
0.52889,269.7774,89.6152,9.856723,42059.257449,2094.384729,7.145452,2.06747,30.149041,51.779628,4.618513,-2.998787,0,0
0.587197,261.1812,88.5626,11.460533,33111.104767,469.116481,6.778764,1.830226,57.025041,46.468346,3.218377,-2.970476,0,0
2.078172,259.6878,88.6996,11178.756,34395.555,474.06097,70.584335,1.989278,56.120964,4985.076,3.870791,2773647.0,0,1
0.842506,252.9432,88.5458,16.837812,30190.363,872.7451,5.551452,2.00605,44.939114,30.337528,4.252207,-2.987591,0,1
337.3298,617.6011,417.4073,337.3298,29966.002,817.7948,357.34918,337.3298,397.3879,417.4073,337.3298,337.3298,1,1
0.49764,253.0358,88.2166,9.525432,29708.848,1290.8113,7.440468,1.79404,37.50441,56.000847,2.462843,-2.996787,0,1
0.394838,242.1752,89.4228,6.785259,27774.975,1288.3708,8.659083,1.90766,37.51141,76.593925,3.35491,-2.997792,0,1
0.377906,246.475,88.635,5.199395,28184.672,934.9822,8.873279,2.211275,40.719906,80.38896,5.28454,-2.997421,1,1
0.367837,251.607,87.6868,5.788586,29085.818151,873.383906,8.430883,2.117995,44.969064,71.918527,4.805379,-2.996709,0,0
337.3298,617.6011,437.42667,357.34918,35931.773,417.4073,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
2.090538,263.546,88.853,11178.86717,35899.367084,470.364191,70.582934,1.930466,56.762379,4984.943933,3.489656,2817397.920122,0,0
0.401602,245.1696,89.3906,7.319758,27503.223636,1702.225632,8.333279,1.996862,32.936182,70.544147,3.735719,-2.99864,0,0
0.384661,253.7652,87.681,6.053928,29489.35,870.8524,8.169578,2.125913,45.1663,67.31507,4.82344,-2.996602,0,1
0.443721,254.976,88.072,8.120136,28431.572224,122.048016,7.776503,1.863892,15.413292,61.421221,3.409207,-2.714836,0,0
337.3298,637.6204,437.42667,357.34918,36892.703,1258.221,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.414654,239.7414,86.7626,7.993766,24748.41,474.28104,8.187287,2.076345,56.30906,68.77107,4.006432,-2.979612,0,1
0.369958,250.2834,87.4218,6.344461,31851.369484,473.049885,8.590224,2.36598,56.455601,75.577581,6.98395,-2.985866,0,0
0.359038,243.7114,88.6146,6.587445,27038.395,893.0273,8.854601,2.036727,43.417862,79.858765,3.891158,-2.995491,0,1
337.3298,617.6011,437.42667,357.34918,34310.207,817.7948,357.34918,337.3298,397.3879,417.4073,357.34918,337.3298,1,1
0.502952,264.8686,88.6776,9.57756,35690.381334,69.733658,7.365421,1.689811,0.725993,54.954543,1.944491,-1.906768,0,0
0.680979,269.0484,88.6686,451.220458,31128.245657,1682.619174,69.276318,1.737111,33.561797,4861.093079,2.560371,346.790309,0,0
0.624455,269.902,88.498,11.88123,39891.026396,466.457196,6.410258,1.807081,57.510358,41.048295,3.000635,-2.971422,0,0
1.160151,284.7254,87.0338,4169.77,32765.818,62.84306,70.605705,1.308999,0.422804,4987.0864,1.086174,21969368.0,1,1
0.493846,264.7446,87.5832,9.10501,34993.832971,880.271878,7.437257,1.786383,44.451575,56.055902,3.098845,-2.993682,0,0
0.358912,238.0314,86.9162,6.582212,25568.25,883.43036,8.816741,2.127671,44.27893,80.020035,4.311436,-2.995391,0,1
0.441918,290.9906,88.6442,8.394341,40123.08,2103.0671,8.009582,1.603068,30.024551,65.65473,2.828524,-2.998906,1,1
0.466544,245.4084,86.8462,8.868922,26251.680809,472.887746,7.625096,1.958784,56.548485,59.597243,3.394731,-2.977982,0,0
0.59942,243.3536,89.3556,84.277926,25833.548967,2916.884349,60.548326,2.157622,25.695369,4042.114112,5.487893,0.376914,0,0
0.514174,263.5022,87.019,10.12403,33340.118395,67.535439,7.23899,1.83308,0.446311,52.869317,2.910831,-1.7445,0,0
337.3298,617.6011,437.42667,357.34918,30746.758,1238.2017,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
0.446873,245.899,86.7232,8.477484,26454.087999,473.046182,7.81012,1.947585,56.534482,62.662582,3.33056,-2.978912,0,0
0.758852,260.9672,87.4514,14.927888,33140.775724,66.777638,5.69722,1.952758,0.359467,32.182626,4.24422,-1.241822,0,0
0.241696,255.4036,86.5726,3.2475,32043.521907,66.469529,10.707181,2.011604,0.279701,113.745475,4.336059,-2.721328,0,0
0.589058,248.6404,87.296,11.212752,29347.387,883.8036,6.877465,2.200246,44.215343,47.538326,6.29639,-2.991865,0,1
0.368247,251.149,87.7618,5.788376,28890.346399,873.194661,8.430834,2.121988,44.976493,71.91821,4.853173,-2.996708,0,0
0.407688,248.7378,88.7478,5.750379,27051.582,938.9882,8.280917,2.266215,40.46449,69.20853,5.798044,-2.997292,1,1
0.451528,261.6022,87.0156,8.198067,34761.623555,66.988557,7.844446,1.846589,0.269547,62.406062,3.38047,-2.02042,0,0
0.460467,252.4726,87.2728,8.617366,28687.184449,490.61038,7.672097,1.91927,53.484829,59.791645,3.475165,-2.980628,0,0
337.3298,617.6011,437.42667,337.3298,33669.586,1618.5697,357.34918,337.3298,377.36853,417.4073,357.34918,337.3298,1,1
0.465722,260.5678,88.2862,7.992362,30707.980603,1692.47749,7.391485,1.825009,33.296227,55.2553,3.453783,-2.998701,0,0
0.40094,244.033,88.4186,7.581764,28054.488,887.36017,8.333159,2.193647,43.847527,70.65955,5.166979,-2.994623,0,1
0.350536,252.3262,87.4678,6.344574,31416.657794,69.975363,9.036853,2.018903,0.384975,83.303382,3.709271,-2.290516,0,0
0.547599,264.2094,87.1372,10.806708,35597.739152,67.981176,7.003609,2.192123,0.530459,49.374021,5.660148,-1.676496,0,0
0.501918,263.4038,88.9108,9.606533,37295.668,2516.6453,7.504725,2.130491,27.507578,57.313305,4.90221,-2.999121,0,1
0.434625,257.5796,88.174,7.653741,35943.79,1294.4694,7.840216,2.141932,37.347347,62.679,5.403629,-2.997704,0,1
0.37534,266.3508,87.3182,6.522522,32001.666,60.54815,8.687389,1.764368,0.25163,76.835175,2.646504,-2.073546,0,1
0.378507,266.8174,87.302,6.577668,31995.957,60.744396,8.628876,1.758031,0.253781,75.81038,2.629902,-2.075909,0,1
337.3298,617.6011,437.42667,337.3298,32148.113,817.7948,357.34918,337.3298,397.3879,437.42667,337.3298,337.3298,1,1
0.462781,265.833,87.7304,8.138624,34650.61,1333.8721,7.391219,2.052084,36.149643,54.881554,5.33761,-2.997845,0,1
337.3298,617.6011,437.42667,357.34918,33649.566,1618.5697,357.34918,337.3298,377.36853,397.3879,337.3298,337.3298,1,1
337.3298,617.6011,417.4073,357.34918,34870.746,417.4073,337.3298,337.3298,337.3298,377.36853,357.34918,337.3298,1,1
0.585983,249.5326,87.2426,11.215171,29273.976537,886.033745,6.877954,2.193431,44.056586,47.541804,6.293139,-2.991902,0,0
0.456558,256.1906,87.1722,8.58194,30845.101872,489.244147,7.798578,1.89768,53.713967,62.124073,3.245981,-2.979962,0,0
0.505245,273.7266,89.0318,9.310675,34530.44,495.8144,7.596546,1.583737,52.604366,58.916405,2.194234,-2.978166,1,1
0.459418,254.5814,87.1882,8.654149,30023.950574,489.102381,7.756176,1.913471,53.735717,61.400174,3.371527,-2.979838,0,0
0.298485,257.5792,86.6954,4.502618,32264.993327,66.723419,9.720319,1.957124,0.314322,95.935228,4.148827,-2.549469,0,0
0.438675,264.6274,88.293,8.025795,34584.096969,927.775551,7.778125,1.601095,41.739865,61.648491,1.550642,-2.995162,0,0
0.650969,265.6166,88.5242,451.081663,31469.032004,2090.819014,69.313334,1.801911,30.296041,4864.480728,3.030247,223.559201,0,0
0.565357,257.4634,88.1976,10.850848,30148.902,467.62494,6.877608,1.968019,57.34282,47.957672,4.250792,-2.972563,0,1
0.591908,262.1514,88.374,11.62252,33070.91,469.71252,6.749134,1.858067,56.93965,46.026337,3.393302,-2.969983,0,1
0.484674,250.79,87.3322,9.158689,28266.291,491.29263,7.418112,1.934763,53.36812,55.780586,3.549113,-2.979572,0,1
2.067811,289.7578,88.7328,11178.718,38364.434,466.747,70.58499,1.429121,57.444603,4985.138,1.716054,2861270.5,1,1
0.522306,251.9678,87.104,9.934833,30449.007563,481.805184,7.234612,2.081586,54.97205,52.712426,5.152232,-2.976312,0,0
0.443033,258.8724,87.0504,8.325754,30594.857318,79.90986,7.722682,1.699154,0.759399,60.449657,2.164994,-2.311228,0,0
2.743085,254.1372,87.3688,25993.55475,33859.009176,77.164787,70.655867,2.088122,0.737422,4991.830614,4.706729,566779058.11601,0,0
0.614078,259.8806,88.4324,12.001746,31987.416344,469.39663,6.617824,1.907087,56.991951,44.214375,3.756673,-2.969134,0,0
0.705989,261.9414,87.2422,13.502189,34392.435566,73.343539,5.924857,2.084077,0.617053,34.885049,5.071257,-1.716037,0,0
0.522971,252.9674,88.4462,9.661783,28980.620337,1289.711906,7.075431,1.848589,37.534186,50.40325,2.9218,-2.997003,0,0
0.444111,261.546,88.6552,7.523709,31153.143884,2098.193513,7.602355,1.849456,30.12829,58.578946,3.52483,-2.999208,0,0
0.568813,268.7244,87.9396,10.501625,38191.098045,61.926352,6.760699,1.838577,0.286346,45.913672,3.232132,-1.59333,0,0
1.758853,241.5878,86.7954,11172.9,26398.332,883.9719,70.64878,2.103699,44.249397,4991.1597,4.309765,797839.75,0,1
0.8366,251.3082,88.3216,16.65646,29197.831213,62.194173,5.674185,1.936568,0.385493,31.724806,3.72965,-0.509389,0,0
0.58974,250.2872,87.762,10.881356,29244.936316,879.614556,6.844844,1.967348,44.482019,47.153233,4.501549,-2.992325,0,0
0.625759,269.1454,89.0168,11.722978,38581.117859,468.440118,6.549693,1.954872,57.090958,43.113168,3.86075,-2.97112,0,0
0.402282,240.028,88.2838,7.677827,26185.040416,890.960058,8.349239,2.241841,43.597986,70.889922,5.557876,-2.994513,0,0
0.532321,246.8934,89.6758,9.385181,27252.013636,2913.576694,7.043586,1.996124,25.72148,50.5865,4.168801,-2.999444,0,0
2.74824,261.1738,87.8412,25993.867426,34833.476794,480.247183,70.654499,1.931349,55.155448,4991.701415,3.592268,14632603.001627,0,0
0.453625,243.8412,86.7008,8.631294,25970.857,473.80768,7.713301,1.973358,56.400578,61.057087,3.486579,-2.978742,0,1
0.462956,253.2294,87.1266,8.595178,28719.933976,115.935772,7.498698,1.744059,16.62775,56.776287,2.342814,-2.671448,0,0
337.3298,637.6204,437.42667,337.3298,35951.793,397.3879,357.34918,337.3298,337.3298,437.42667,337.3298,337.3298,1,1
0.328227,258.533,87.314,5.714445,32432.748911,472.671404,9.246513,1.95621,56.534754,87.328286,3.674406,-2.986798,0,0
0.511379,245.0068,89.2772,9.301719,25163.411554,2912.27876,7.274268,2.031853,25.760416,54.208251,4.432144,-2.999416,0,0
0.531202,253.7944,88.4112,9.800575,29874.502529,1289.189315,7.049183,1.826051,37.559813,50.049128,2.747029,-2.996934,0,0
0.510387,267.6836,87.7572,9.518267,36120.787091,880.819448,7.317233,1.751217,44.39392,54.149863,2.847166,-2.993326,0,0
0.491589,288.0108,89.0546,9.535398,39297.9,2504.8765,7.548434,1.634323,27.693537,57.99959,2.985071,-2.999116,1,1
0.308583,242.5656,86.7732,5.389452,26804.873697,882.999362,9.587715,2.069254,44.324161,94.806671,3.99621,-2.996356,0,0
0.695788,264.6358,88.7796,13.065072,34121.535,1693.3339,5.992035,1.899943,33.237373,35.73397,3.965097,-2.997694,0,1
0.508072,261.8486,87.4246,9.986099,35670.053678,473.053115,7.310861,2.230927,56.4514,54.051732,5.812382,-2.974576,0,0
0.348517,247.6804,87.693,5.867401,28356.977,472.85196,8.854875,1.941973,56.456524,80.09219,3.162254,-2.987206,0,1
0.523308,253.4334,88.6868,9.692701,29230.799,1292.4047,7.115849,1.845618,37.397747,50.997234,2.879322,-2.996963,0,1
0.389489,242.4986,86.8938,6.718729,28214.646,70.42812,8.721149,2.236155,0.621628,77.81254,5.737033,-2.264537,0,1
0.800083,259.4886,87.4556,15.762886,32846.39827,66.301629,5.503986,1.962195,0.329976,29.904661,4.32753,-1.140139,0,0
337.3298,617.6011,437.42667,357.34918,36151.99,417.4073,357.34918,337.3298,337.3298,397.3879,337.3298,337.3298,1,1
0.520121,242.6898,88.5302,9.695239,24638.909976,1693.418288,7.261691,1.978923,33.25163,53.883894,3.840368,-2.998135,0,0
137.13608,117.11671,137.13608,97.09733,671738200.0,-2.999533,137.13608,137.13608,137.13608,-2.999533,137.13608,117.11671,0,1
0.491992,243.922,89.5002,8.756126,26301.997916,2915.8696,7.419418,2.125975,25.70087,56.211461,5.265571,-2.999466,0,0
0.408158,247.5344,88.6422,5.738115,27509.525,935.0226,8.384979,2.262488,40.721516,71.34288,5.668868,-2.9972,1,1
337.3298,617.6011,437.42667,337.3298,31147.145,457.44604,357.34918,337.3298,357.34918,417.4073,337.3298,337.3298,1,1
0.429353,256.6138,88.008,7.490178,35869.24385,1292.956336,7.876843,2.146351,37.425273,63.266553,5.43115,-2.997776,0,0
0.514805,252.806,87.0134,9.803639,30256.490764,484.06682,7.310311,2.088635,54.601014,53.831678,5.249568,-2.976689,0,0
0.416684,242.894,89.4316,7.35224,28268.829164,1287.267321,8.432695,1.897176,37.55862,72.49445,3.261552,-2.997537,0,0
337.3298,637.6204,437.42667,357.34918,41176.85,1618.5697,357.34918,337.3298,377.36853,397.3879,357.34918,337.3298,1,1
337.3298,617.6011,437.42667,337.3298,33669.586,397.3879,357.34918,337.3298,337.3298,417.4073,357.34918,337.3298,1,1
0.422425,255.6452,87.9636,7.346354,28427.182,124.056274,7.840381,1.852227,15.149336,61.98598,3.389058,-2.77211,0,1
0.556901,252.8992,87.387,10.564628,28996.799039,924.972031,6.967461,2.004665,42.005665,48.657034,4.661104,-2.993261,0,0
0.668832,267.8206,88.8554,12.513401,38195.509616,64.302091,6.263627,2.017004,0.513781,39.235672,4.239492,-1.400516,0,0
0.572713,258.3744,87.7414,54.728687,34767.841025,1290.217726,54.892296,2.025194,37.564369,3524.607374,4.769834,3.347231,0,0
0.765383,258.8582,87.073,15.072328,32418.816,72.75727,5.658408,1.971956,0.516682,31.711218,4.141471,-1.510372,0,1
0.477013,252.276,87.2092,8.606871,28220.131024,1335.419035,7.523726,2.096802,36.126591,57.31526,5.526575,-2.997495,0,0
0.384629,254.5698,87.7174,6.054474,28674.04,870.86676,8.168504,2.151108,45.162216,67.30281,5.074949,-2.996602,0,1
0.563145,265.134,89.2974,10.890547,38998.648044,2509.141753,6.985896,2.144714,27.608283,49.431856,4.983967,-2.999012,0,0
1.173532,282.4676,87.0256,4170.3047,32695.887,476.21335,70.59155,1.339124,55.96298,4985.7485,1.249649,382578.56,1,1
0.5383,263.194,87.675,54.165257,34926.06,1289.0521,55.740456,1.935509,37.618893,3599.368,4.217049,3.360462,0,1
0.461257,242.2716,86.9258,81.821204,24284.587833,69.473894,63.270715,2.387617,0.582904,4292.358348,7.070156,5954.82645,0,0
337.3298,617.6011,437.42667,337.3298,31627.61,1218.1823,357.34918,337.3298,377.36853,417.4073,337.3298,337.3298,1,1
0.647921,265.5106,87.8514,11.66873,37159.623088,64.667718,6.086947,2.109614,0.541278,36.675367,5.05872,-1.708207,0,0
337.3298,637.6204,437.42667,337.3298,39234.973,397.3879,357.34918,337.3298,337.3298,437.42667,337.3298,337.3298,1,1
337.3298,617.6011,437.42667,357.34918,34590.477,817.7948,357.34918,337.3298,397.3879,397.3879,357.34918,337.3298,1,1
337.3298,637.6204,437.42667,337.3298,40316.016,797.7754,357.34918,337.3298,397.3879,437.42667,337.3298,337.3298,1,1
0.377539,261.63,88.504,6.272041,30302.6623,2099.945984,8.404878,1.830543,30.10043,72.208528,3.285165,-2.999329,0,0
0.471121,262.148,88.254,8.907158,33334.147696,927.681084,7.579213,1.623231,41.750573,58.562512,1.679603,-2.994325,0,0
0.558736,247.5738,89.701,10.176024,27203.134554,2913.586399,6.95658,1.960626,25.719996,49.354706,3.937734,-2.999361,0,0
0.523061,289.0684,87.2092,10.390928,38245.156,60.169037,7.168892,1.675249,0.390247,51.807144,3.514611,-1.365444,1,1
0.341332,253.1428,87.162,5.450867,29812.174,466.45294,9.081456,2.086754,57.683147,84.00056,4.660581,-2.988119,0,1
0.540247,286.8712,87.0516,9.795182,35982.19,63.099735,6.778157,1.545994,0.717977,46.187008,2.926101,-1.814722,1,1
0.581662,268.2084,88.0504,10.788514,37601.566969,69.54346,6.638331,1.798943,0.685574,44.204869,2.899271,-1.86395,0,0
0.403982,248.7016,87.2182,7.399403,28203.661757,60.798989,8.422483,1.937841,0.366996,72.514333,3.449372,-1.881515,0,0
0.359591,243.3396,87.0196,6.495006,27189.056672,883.218416,8.801858,2.062089,44.284471,79.770778,3.92863,-2.995524,0,0
0.57376,260.0618,87.76,10.56723,32033.03,61.1628,7.088509,1.765291,0.241617,50.70798,2.781266,-1.396805,0,1
0.36086,247.3806,87.985,6.663349,30092.282944,478.599175,8.834069,2.112564,55.414624,79.480548,4.462379,-2.984012,0,0
0.538939,256.1078,88.0306,10.224983,29116.980579,466.423264,7.058496,1.975609,57.585817,50.587854,4.455447,-2.974247,0,0
