s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,attack
0.053,9080.880,87.035,0.096,393.650,-0.896,38.744,0
0.003,9081.710,88.400,0.097,393.725,-0.995,38.744,0
-0.097,9082.560,89.428,0.099,393.775,-0.766,38.741,0
0.019,9085.510,127.095,0.101,393.850,-0.638,38.735,0
0.000,9089.350,153.370,0.107,393.900,-0.538,38.722,0
0.047,9091.520,167.507,0.106,393.875,-0.513,38.720,0
0.029,9093.590,193.537,0.106,393.950,-0.670,38.712,0
0.026,9095.890,213.128,0.111,393.975,-0.570,38.709,0
0.071,9097.230,220.177,0.119,394.025,-0.666,38.701,0
0.152,9102.960,332.718,0.111,394.250,0.017,38.692,0
0.062,9104.290,352.095,0.114,394.250,0.017,38.687,0
-0.019,9106.020,368.979,0.116,394.300,-0.074,38.679,0
0.069,9107.590,390.841,0.118,394.375,0.097,38.671,0
0.069,9110.850,429.301,0.118,394.500,0.086,38.671,0
0.049,9114.240,473.822,0.146,394.575,-0.004,38.658,0
0.061,9116.060,503.412,0.148,394.625,-0.084,38.652,0
0.045,9118.010,527.614,0.144,394.675,-0.165,38.639,0
0.191,9121.990,603.348,0.159,394.875,-0.071,38.628,0
0.144,9124.060,617.718,0.160,394.975,-0.105,38.617,0
-0.016,9057.190,17.297,0.072,392.900,-0.017,38.876,0
0.056,9056.840,18.267,0.077,392.875,0.018,38.881,0
0.084,9056.720,18.380,0.079,392.900,-0.042,38.881,0
0.095,9056.850,18.408,0.069,392.800,-0.111,38.884,0
0.242,9057.120,16.648,0.071,392.750,-0.349,38.880,0
0.243,9056.560,17.761,0.076,392.725,-0.272,38.879,0
0.193,9056.290,17.777,0.075,392.775,-0.283,38.884,0
0.138,9056.320,17.971,0.078,392.775,-0.283,38.876,0
0.202,9056.280,18.166,0.079,392.725,-0.272,38.868,0
0.286,9056.200,18.273,0.081,392.650,-0.250,38.871,0
0.227,9056.180,18.315,0.080,392.700,-0.312,38.877,0
0.316,9056.330,18.801,0.084,392.675,-0.238,38.875,0
0.316,9056.430,18.335,0.079,392.700,-0.235,38.873,0
0.297,9056.760,18.238,0.079,392.650,-0.165,38.875,0
0.297,9056.770,18.171,0.079,392.600,-0.101,38.878,0
0.248,9056.740,18.007,0.079,392.575,-0.121,38.883,0
0.234,9056.780,18.567,0.077,392.600,-0.197,38.887,0
0.326,9056.830,18.682,0.077,392.625,-0.273,38.890,0
0.278,9056.990,18.318,0.078,392.625,-0.273,38.888,0
0.225,9057.110,18.747,0.084,392.575,-0.232,38.891,0
0.239,9057.010,19.551,0.083,392.575,-0.232,38.894,0
0.239,9056.970,19.493,0.080,392.575,-0.232,38.895,0
0.284,9057.000,19.965,0.081,392.600,-0.197,38.888,0
0.251,9057.290,19.901,0.081,392.525,-0.180,38.888,0
0.162,9057.080,18.648,0.086,392.525,-0.180,38.888,0
0.221,9056.820,17.972,0.086,392.550,-0.147,38.889,0
0.241,9057.000,16.926,0.086,392.600,-0.296,38.891,0
0.291,9057.120,15.746,0.086,392.650,-0.429,38.887,0
0.348,9057.180,16.190,0.094,392.650,-0.429,38.885,0
0.329,9057.300,16.889,0.095,392.625,-0.356,38.883,0
0.308,9057.290,16.855,0.095,392.575,-0.305,38.882,0
0.355,9057.450,17.446,0.095,392.550,-0.232,38.879,0
0.346,9057.610,15.709,0.092,392.575,-0.212,38.875,0
0.337,9057.670,15.405,0.088,392.575,-0.212,38.877,0
0.388,9057.600,15.446,0.088,392.625,-0.273,38.877,0
0.355,9057.340,15.722,0.087,392.725,-0.077,38.876,0
0.342,9057.430,15.640,0.087,392.725,-0.077,38.874,0
0.262,9057.560,16.347,0.081,392.725,-0.077,38.875,0
0.325,9058.060,13.443,0.077,392.725,-0.132,38.877,0
0.339,9058.270,12.177,0.077,392.725,-0.132,38.873,0
0.264,9058.340,11.601,0.070,392.725,-0.004,38.875,0
0.267,9058.520,11.287,0.066,392.775,0.013,38.870,0
0.227,9058.630,10.819,0.072,392.725,0.099,38.866,0
0.227,9058.670,11.106,0.070,392.725,0.099,38.865,0
0.148,9058.610,11.600,0.067,392.675,0.181,38.863,0
0.066,9058.570,11.847,0.075,392.675,0.181,38.859,0
0.066,9058.770,11.865,0.074,392.675,0.181,38.854,0
0.051,9058.660,12.278,0.075,392.650,0.253,38.850,0
-0.031,9058.730,12.365,0.078,392.650,0.253,38.846,0
-0.188,9058.310,15.296,0.074,392.700,0.361,38.846,0
-0.131,9058.310,15.289,0.075,392.675,0.427,38.846,0
-0.056,9058.360,15.734,0.069,392.700,0.361,38.839,0
-0.085,9058.730,14.760,0.073,392.750,0.266,38.835,0
-0.059,9058.930,14.941,0.096,392.650,0.305,38.837,0
0.088,9058.910,14.476,0.094,392.700,0.361,38.837,0
0.100,9059.090,13.505,0.094,392.600,0.396,38.835,0
0.044,9058.960,14.458,0.096,392.575,0.468,38.830,0
-0.032,9059.150,16.674,0.097,392.550,0.542,38.831,0
-0.057,9059.070,16.443,0.095,392.500,0.640,38.832,0
-0.152,9059.060,16.954,0.095,392.550,0.701,38.832,0
-0.214,9058.790,18.096,0.098,392.525,0.562,38.834,0
-0.149,9058.970,19.486,0.093,392.575,0.468,38.832,0
-0.181,9059.050,20.374,0.093,392.575,0.468,38.836,0
-0.171,9059.320,21.391,0.089,392.525,0.562,38.835,0
-0.226,9059.510,21.648,0.089,392.525,0.562,38.836,0
-0.252,9059.800,22.852,0.093,392.550,0.542,38.837,0
-0.215,9060.090,21.419,0.093,392.500,0.161,38.836,0
-0.236,9059.890,22.620,0.091,392.525,0.205,38.839,0
-0.192,9060.000,23.123,0.087,392.525,0.205,38.840,0
-0.214,9060.100,23.756,0.089,392.550,0.228,38.843,0
-0.147,9060.240,24.306,0.094,392.575,0.235,38.845,0
-0.089,9060.400,23.987,0.092,392.600,0.160,38.848,0
-0.094,9060.260,24.784,0.094,392.650,0.086,38.848,0
-0.188,9060.370,25.697,0.092,392.675,0.014,38.853,0
-0.109,9060.540,24.339,0.094,392.750,-0.134,38.858,0
-0.072,9060.900,25.202,0.091,392.800,-0.214,38.864,0
0.021,9060.640,25.501,0.091,392.775,-0.143,38.858,0
0.056,9060.640,25.510,0.091,392.800,-0.214,38.858,0
0.087,9060.860,24.755,0.091,392.850,-0.298,38.860,0
0.173,9060.900,24.800,0.081,392.850,-0.298,38.857,0
0.263,9061.120,20.405,0.078,392.900,-0.386,38.856,0
0.278,9061.110,20.451,0.080,392.875,-0.370,38.854,0
0.257,9061.010,20.409,0.072,392.875,-0.370,38.865,0
0.317,9061.020,20.460,0.072,392.800,-0.346,38.866,0
0.160,9061.120,21.665,0.074,392.875,-0.370,38.866,0
0.179,9061.220,21.216,0.075,392.925,-0.190,38.864,0
0.086,9061.370,23.008,0.074,393.050,-0.100,38.868,0
0.035,9061.580,24.880,0.078,393.075,-0.150,38.872,0
0.062,9061.870,22.970,0.084,393.150,-0.148,38.869,0
0.056,9061.780,21.723,0.082,393.200,-0.235,38.863,0
-0.012,9061.940,22.071,0.075,393.200,-0.235,38.863,0
0.021,9062.150,19.204,0.071,393.275,-0.147,38.863,0
-0.016,9062.120,18.963,0.073,393.275,-0.147,38.866,0
0.062,9062.260,19.860,0.078,393.225,-0.057,38.866,0
0.087,9062.360,18.366,0.075,393.225,-0.057,38.865,0
0.087,9062.630,20.437,0.089,393.275,-0.044,38.865,0
0.107,9062.740,21.494,0.086,393.325,-0.057,38.859,0
0.100,9062.970,23.193,0.081,393.300,-0.035,38.856,0
0.197,9063.300,21.890,0.082,393.300,-0.035,38.856,0
0.250,9063.280,21.809,0.082,393.325,-0.100,38.852,0
0.230,9063.410,21.014,0.083,393.350,-0.165,38.851,0
0.183,9063.620,21.993,0.090,393.325,-0.100,38.847,0
0.111,9063.530,21.168,0.078,393.325,-0.100,38.841,0
0.124,9064.790,19.164,0.069,393.325,-0.057,38.836,0
0.195,9064.990,17.841,0.070,393.350,-0.123,38.830,0
0.224,9064.950,18.363,0.078,393.375,-0.143,38.827,0
0.201,9065.150,17.287,0.077,393.400,-0.211,38.823,0
0.266,9065.380,18.332,0.082,393.450,0.045,38.826,0
0.187,9065.710,19.318,0.082,393.475,-0.030,38.827,0
0.281,9066.040,17.716,0.087,393.475,-0.030,38.822,0
0.324,9065.980,17.538,0.072,393.500,0.000,38.818,0
0.331,9066.390,18.002,0.064,393.475,-0.049,38.791,0
0.331,9066.610,18.954,0.063,393.450,-0.125,38.798,0
0.339,9066.950,18.237,0.065,393.550,-0.330,38.794,0
0.400,9067.100,16.364,0.067,393.550,-0.330,38.788,0
0.400,9067.480,17.967,0.069,393.525,-0.245,38.785,0
0.353,9067.660,17.312,0.069,393.525,-0.245,38.784,0
0.347,9067.660,17.311,0.067,393.575,-0.259,38.782,0
0.347,9067.640,17.433,0.068,393.600,-0.140,38.777,0
0.347,9067.720,17.513,0.066,393.600,-0.140,38.779,0
0.325,9067.810,17.578,0.064,393.625,0.057,38.770,0
0.299,9067.880,17.803,0.064,393.650,-0.030,38.765,0
0.283,9068.490,18.081,0.063,393.625,0.057,38.758,0
0.283,9068.640,19.866,0.056,393.625,0.057,38.753,0
0.375,9069.160,23.104,0.063,393.575,0.019,38.748,0
0.288,9069.570,26.934,0.060,393.525,-0.091,38.744,0
0.233,9069.880,29.378,0.061,393.475,-0.124,38.743,0
0.228,9070.170,30.161,0.063,393.500,0.000,38.745,0
0.279,9070.890,33.990,0.062,393.550,-0.005,38.742,0
0.337,9071.170,33.455,0.062,393.575,-0.088,38.740,0
0.334,9071.650,34.305,0.061,393.575,-0.088,38.738,0
0.334,9071.860,35.756,0.065,393.600,-0.035,38.736,0
0.295,9072.490,40.348,0.066,393.750,0.336,38.737,0
0.274,9073.120,41.973,0.066,393.825,0.177,38.733,0
0.278,9073.440,41.210,0.071,393.800,0.235,38.726,0
0.232,9074.100,37.888,0.075,393.850,0.135,38.719,0
0.182,9074.350,36.524,0.079,393.850,0.135,38.715,0
0.204,9074.660,37.777,0.086,393.950,0.100,38.696,0
0.133,9074.900,37.747,0.078,393.975,0.050,38.694,0
0.016,9075.200,36.013,0.079,394.025,-0.050,38.695,0
0.083,9075.480,38.076,0.084,394.075,-0.030,38.691,0
0.011,9075.820,35.570,0.105,394.100,-0.076,38.690,0
0.182,9076.970,31.366,0.095,394.200,-0.096,38.679,0
0.332,9077.340,28.559,0.097,394.275,0.037,38.676,0
0.279,9077.850,24.567,0.117,394.325,-0.052,38.670,0
0.270,9077.980,25.067,0.114,394.375,-0.141,38.665,0
0.268,9079.930,12.122,0.118,394.575,-0.471,38.646,0
0.179,9079.930,12.120,0.114,394.600,-0.504,38.644,0
0.227,9080.240,14.534,0.114,394.600,-0.504,38.638,0
0.232,9081.030,14.351,0.114,394.750,-0.621,38.629,0
0.235,9081.410,20.565,0.122,394.875,-0.227,38.627,0
0.260,9082.300,28.959,0.141,394.975,0.417,38.606,0
0.213,9082.400,29.164,0.138,394.975,0.417,38.599,0
0.222,9082.680,28.497,0.133,395.000,0.383,38.597,0
0.156,9083.130,34.051,0.139,395.050,0.286,38.581,0
0.108,9083.560,39.053,0.135,395.025,0.352,38.578,0
0.082,9083.670,39.619,0.126,395.000,0.419,38.575,0
0.082,9084.100,40.038,0.125,395.025,0.392,38.574,0
0.050,9084.260,40.907,0.135,395.000,0.419,38.574,0
-0.018,9084.810,46.639,0.135,395.075,0.594,38.581,0
-0.064,9085.110,49.997,0.143,395.100,0.514,38.580,0
-0.030,9086.300,57.767,0.127,395.200,0.420,38.574,0
-0.119,9086.660,59.582,0.156,395.200,0.420,38.573,0
-0.049,9088.050,73.049,0.186,395.225,0.344,38.564,0
0.026,9088.710,75.381,0.181,395.250,0.269,38.558,0
-0.054,9088.980,75.931,0.194,395.275,0.307,38.550,0
-0.042,9090.340,88.538,0.199,395.300,0.329,38.542,0
-0.184,9091.360,95.662,0.194,395.325,0.334,38.533,0
-0.284,9091.960,93.947,0.197,395.325,0.334,38.528,0
-0.358,9092.800,94.168,0.227,395.375,0.273,38.525,0
-0.273,9093.200,93.342,0.226,395.400,0.200,38.520,0
-0.273,9093.710,92.464,0.227,395.400,0.200,38.517,0
-0.184,9094.360,91.253,0.231,395.450,0.141,38.517,0
0.023,9061.370,18.669,0.089,391.750,0.634,39.006,0
0.118,9061.310,19.561,0.088,391.750,0.634,39.008,0
0.106,9061.100,18.820,0.094,391.775,0.583,39.009,0
0.178,9061.250,18.215,0.083,391.800,0.611,39.003,0
0.222,9061.040,16.610,0.089,391.725,0.685,39.004,0
0.268,9060.840,17.929,0.092,391.700,0.737,39.000,0
0.183,9060.960,17.268,0.082,391.675,0.803,39.004,0
0.183,9060.880,16.435,0.086,391.675,0.803,39.009,0
0.198,9060.650,15.860,0.087,391.675,0.803,39.015,0
0.279,9060.520,15.190,0.086,391.650,0.871,39.014,0
0.307,9060.490,15.454,0.086,391.600,0.848,39.013,0
0.308,9060.120,16.982,0.086,391.625,0.928,39.009,0
0.332,9060.260,17.076,0.086,391.550,0.998,39.006,0
0.420,9060.520,20.428,0.087,391.575,0.933,39.003,0
0.355,9060.540,20.459,0.093,391.600,0.865,39.006,0
0.304,9060.120,21.626,0.091,391.650,0.741,39.002,0
0.312,9060.050,21.128,0.092,391.650,0.741,39.000,0
0.323,9059.730,21.293,0.095,391.650,0.741,39.002,0
0.316,9059.800,20.610,0.091,391.675,0.683,39.004,0
0.379,9059.600,21.043,0.090,391.700,0.749,39.005,0
0.394,9059.620,21.137,0.089,391.700,0.749,38.999,0
0.394,9059.680,21.033,0.088,391.650,0.744,39.003,0
0.326,9059.960,19.613,0.090,391.750,0.515,39.000,0
0.228,9059.800,19.199,0.089,391.800,0.407,38.995,0
0.167,9059.630,18.943,0.085,391.875,0.370,38.991,0
0.129,9059.330,19.462,0.092,391.925,0.276,38.986,0
0.167,9059.450,19.741,0.093,391.900,0.365,38.991,0
0.145,9059.090,18.930,0.096,391.950,0.251,38.992,0
0.077,9059.140,20.203,0.092,392.050,0.161,38.991,0
0.062,9059.150,20.133,0.091,392.000,0.260,38.986,0
0.140,9059.050,20.156,0.091,392.075,0.287,38.983,0
0.130,9059.250,19.278,0.087,392.075,0.287,38.974,0
0.212,9059.300,19.354,0.091,392.100,0.223,38.967,0
0.138,9059.140,19.757,0.091,392.075,0.164,38.962,0
0.150,9058.970,19.318,0.092,392.100,0.128,38.964,0
0.087,9058.820,19.636,0.086,392.100,0.128,38.959,0
0.049,9059.230,20.114,0.089,392.125,0.095,38.959,0
0.049,9059.290,20.406,0.090,392.175,0.098,38.956,0
0.107,9059.220,19.630,0.088,392.200,0.035,38.953,0
0.079,9059.320,19.413,0.095,392.275,0.132,38.939,0
0.013,9059.000,13.986,0.093,392.400,0.021,38.939,0
-0.012,9058.840,14.067,0.081,392.400,0.021,38.941,0
-0.012,9058.950,12.710,0.081,392.400,0.021,38.940,0
0.073,9058.660,14.010,0.084,392.400,0.021,38.939,0
-0.020,9058.990,14.408,0.123,392.425,-0.050,38.928,0
-0.099,9058.500,15.715,0.121,392.400,0.021,38.921,0
-0.099,9058.340,16.560,0.122,392.375,0.093,38.925,0
-0.008,9058.550,17.412,0.128,392.325,0.124,38.925,0
-0.008,9058.650,16.555,0.141,392.375,0.093,38.922,0
0.128,9058.060,19.597,0.134,392.475,0.207,38.915,0
0.175,9057.840,19.717,0.140,392.550,0.145,38.916,0
0.090,9057.090,20.639,0.143,392.650,0.123,38.900,0
0.082,9056.730,22.559,0.155,392.650,0.123,38.891,0
0.029,9056.620,23.591,0.169,392.650,0.123,38.887,0
0.067,9056.780,24.639,0.172,392.675,0.177,38.880,0
0.044,9056.530,26.922,0.180,392.650,0.243,38.879,0
-0.045,9056.340,26.698,0.179,392.725,0.290,38.877,0
-0.074,9055.880,28.688,0.186,392.775,0.337,38.872,0
-0.061,9055.990,28.917,0.198,392.875,0.361,38.867,0
-0.038,9055.750,28.954,0.203,392.925,0.260,38.863,0
0.036,9055.170,30.374,0.203,392.975,0.160,38.852,0
0.051,9054.740,30.995,0.187,392.975,0.160,38.848,0
0.076,9053.860,32.831,0.174,393.075,0.104,38.822,0
0.081,9053.520,32.249,0.189,393.100,0.047,38.823,0
0.041,9053.430,32.236,0.183,393.075,0.088,38.820,0
0.038,9052.800,32.180,0.182,393.200,0.004,38.796,0
0.078,9051.870,35.227,0.173,393.425,0.355,38.780,0
0.050,9051.430,35.706,0.219,393.450,0.348,38.772,0
-0.042,9051.080,39.601,0.219,393.600,0.634,38.759,0
-0.093,9050.090,43.785,0.227,393.725,0.510,38.732,0
-0.002,9049.360,51.175,0.219,393.900,0.526,38.712,0
-0.027,9048.130,42.763,0.305,394.100,0.390,38.687,0
-0.143,9047.700,45.635,0.302,394.175,0.287,38.669,0
-0.177,9047.300,43.454,0.329,394.225,0.217,38.655,0
-0.190,9046.970,43.702,0.333,394.300,0.176,38.648,0
0.015,9059.460,16.649,0.087,393.350,-0.011,38.788,0
-0.036,9059.400,17.177,0.089,393.350,-0.011,38.787,0
-0.133,9059.520,17.692,0.094,393.325,0.161,38.784,0
-0.279,9059.370,18.721,0.094,393.300,0.241,38.788,0
-0.217,9059.330,18.408,0.093,393.325,0.161,38.787,0
-0.313,9059.290,18.257,0.083,393.325,0.161,38.789,0
-0.313,9059.620,19.158,0.085,393.325,0.161,38.790,0
-0.279,9059.720,18.039,0.091,393.350,0.082,38.783,0
-0.373,9059.580,18.389,0.085,393.325,-0.027,38.780,0
-0.400,9059.580,18.388,0.086,393.375,0.004,38.777,0
-0.350,9059.540,18.624,0.091,393.375,0.004,38.777,0
-0.350,9059.270,19.368,0.099,393.400,0.035,38.778,0
-0.346,9059.330,19.203,0.095,393.350,0.002,38.785,0
-0.374,9059.340,19.216,0.093,393.325,0.083,38.778,0
-0.304,9059.290,19.183,0.095,393.350,0.139,38.776,0
-0.133,9059.160,17.969,0.095,393.350,0.139,38.772,0
-0.102,9058.950,20.228,0.095,393.350,0.139,38.772,0
-0.165,9058.770,18.819,0.098,393.375,0.229,38.773,0
-0.141,9058.690,19.060,0.112,393.400,0.140,38.775,0
-0.199,9058.680,19.057,0.098,393.400,-0.030,38.765,0
-0.223,9058.510,17.421,0.092,393.400,-0.030,38.765,0
-0.430,9058.720,17.098,0.110,393.550,0.485,38.764,0
-0.383,9058.420,18.436,0.107,393.575,0.625,38.762,0
-0.450,9058.530,19.518,0.108,393.550,0.078,38.762,0
-0.394,9058.370,19.281,0.115,393.525,0.049,38.758,0
-0.152,9058.670,15.985,0.107,393.625,0.268,38.758,0
-0.238,9058.690,16.060,0.104,393.650,0.243,38.752,0
-0.147,9058.520,15.330,0.106,393.675,0.214,38.753,0
-0.147,9058.680,14.749,0.105,393.700,0.183,38.757,0
-0.123,9058.700,14.694,0.100,393.725,0.120,38.752,0
-0.138,9058.730,15.006,0.097,393.750,0.057,38.755,0
-0.078,9059.040,14.825,0.097,393.775,-0.006,38.756,0
-0.075,9059.000,14.782,0.097,393.800,-0.070,38.757,0
-0.026,9059.290,14.125,0.095,393.800,-0.070,38.752,0
0.005,9059.270,14.044,0.094,393.825,-0.098,38.751,0
0.068,9059.260,14.026,0.095,393.800,-0.035,38.751,0
0.090,9059.290,14.124,0.096,393.775,0.027,38.747,0
0.054,9059.070,12.402,0.091,393.775,0.027,38.748,0
0.134,9059.300,11.955,0.085,393.775,0.055,38.758,0
0.072,9059.360,12.140,0.087,393.750,0.089,38.752,0
0.072,9059.680,13.664,0.092,393.775,0.027,38.754,0
-0.012,9060.110,13.504,0.086,393.850,0.051,38.740,0
-0.012,9060.330,15.506,0.085,393.875,-0.006,38.740,0
-0.074,9060.310,15.588,0.083,393.875,-0.006,38.738,0
-0.039,9060.370,15.805,0.082,393.875,-0.006,38.733,0
-0.001,9060.540,13.429,0.084,393.875,-0.111,38.727,0
-0.001,9060.570,13.362,0.078,393.900,-0.170,38.731,0
-0.075,9060.730,12.765,0.071,393.875,-0.111,38.723,0
0.020,9060.820,12.594,0.071,393.925,-0.121,38.725,0
-0.002,9060.960,13.251,0.077,393.950,-0.161,38.724,0
0.029,9061.190,14.163,0.077,394.025,-0.167,38.727,0
0.049,9061.230,15.126,0.073,394.025,-0.167,38.720,0
0.060,9061.330,15.270,0.074,394.000,-0.260,38.721,0
0.140,9061.470,15.261,0.069,393.975,-0.219,38.721,0
0.145,9061.410,15.097,0.073,394.000,-0.279,38.722,0
0.156,9061.700,13.051,0.069,394.150,0.099,38.723,0
0.190,9061.880,12.220,0.100,394.150,0.099,38.730,0
0.054,9062.070,13.077,0.116,394.075,0.103,38.736,0
0.109,9062.240,12.253,0.126,394.025,0.196,38.732,0
0.088,9062.370,11.582,0.122,394.050,0.323,38.732,0
0.069,9062.470,11.491,0.123,394.025,0.392,38.723,0
0.115,9062.530,11.057,0.122,394.000,0.419,38.727,0
0.211,9062.470,13.215,0.116,394.025,0.317,38.714,0
0.154,9062.360,13.444,0.118,394.050,0.286,38.718,0
0.150,9062.480,13.945,0.119,394.000,0.383,38.718,0
0.114,9062.540,14.216,0.140,394.000,0.176,38.721,0
0.088,9062.670,14.090,0.140,393.975,0.219,38.715,0
0.000,9062.620,14.377,0.135,394.025,0.119,38.714,0
0.010,9062.630,14.368,0.152,394.075,0.141,38.718,0
-0.059,9062.650,14.589,0.144,394.100,0.082,38.714,0
0.059,9063.020,18.629,0.151,393.975,-0.076,38.715,0
0.000,9062.770,18.205,0.149,394.050,-0.221,38.727,0
0.002,9062.880,18.309,0.145,394.075,-0.268,38.734,0
-0.006,9063.220,18.048,0.151,394.100,-0.200,38.719,0
0.043,9063.330,18.222,0.152,394.175,-0.230,38.724,0
0.039,9063.260,19.266,0.141,394.150,-0.183,38.723,0
-0.049,9063.430,17.153,0.145,394.200,0.025,38.715,0
-0.040,9063.480,17.369,0.141,394.200,0.025,38.712,0
-0.131,9063.550,17.639,0.136,394.200,0.025,38.707,0
-0.272,9064.000,17.795,0.136,394.225,0.046,38.694,0
-0.245,9064.020,19.539,0.128,394.200,0.104,38.689,0
-0.301,9064.180,19.451,0.129,394.200,0.104,38.687,0
-0.202,9064.060,19.005,0.094,394.225,0.046,38.679,0
-0.257,9064.150,19.034,0.082,394.275,0.000,38.674,0
-0.236,9064.330,19.494,0.081,394.325,-0.090,38.675,0
-0.306,9064.490,19.933,0.081,394.275,-0.046,38.672,0
-0.258,9064.750,22.152,0.080,394.275,-0.046,38.675,0
-0.453,9065.110,21.523,0.072,394.300,-0.078,38.670,0
-0.519,9065.280,17.885,0.078,394.500,-0.136,38.672,0
-0.416,9065.380,18.217,0.079,394.525,-0.196,38.670,0
-0.512,9065.490,17.240,0.078,394.600,-0.143,38.662,0
-0.482,9065.460,17.293,0.077,394.675,-0.224,38.655,0
-0.354,9066.130,17.093,0.071,394.675,-0.224,38.647,0
-0.354,9066.240,16.767,0.067,394.675,-0.224,38.637,0
-0.384,9066.140,16.300,0.077,394.725,0.410,38.634,0
-0.374,9066.540,14.735,0.091,394.750,0.351,38.627,0
-0.374,9066.690,13.871,0.083,394.750,0.351,38.621,0
-0.296,9066.990,15.128,0.078,394.750,0.351,38.618,0
-0.399,9067.640,17.104,0.084,394.875,0.400,38.612,0
-0.377,9068.130,22.676,0.088,394.900,0.353,38.606,0
-0.318,9068.630,21.721,0.088,394.925,0.296,38.604,0
-0.318,9068.670,21.680,0.091,395.000,0.324,38.599,0
-0.318,9068.650,21.781,0.098,394.975,0.233,38.598,0
-0.223,9068.850,20.987,0.098,395.025,0.134,38.594,0
-0.256,9069.140,21.427,0.096,395.075,0.036,38.594,0
-0.041,9069.450,22.299,0.100,395.200,-0.062,38.586,0
-0.133,9069.580,23.375,0.100,395.225,-0.094,38.578,0
-0.089,9069.890,25.223,0.100,395.300,-0.111,38.569,0
-0.069,9071.040,25.508,0.111,395.450,-0.297,38.556,0
-0.102,9071.500,26.353,0.125,395.500,-0.324,38.553,0
-0.023,9071.710,26.975,0.133,395.525,-0.336,38.550,0
-0.113,9071.730,27.076,0.135,395.550,-0.339,38.542,0
-0.029,9064.080,13.418,0.100,392.375,0.189,38.925,0
-0.122,9064.190,13.047,0.100,392.350,0.261,38.931,0
-0.172,9063.900,13.404,0.098,392.375,0.273,38.935,0
-0.158,9063.900,13.399,0.097,392.375,0.273,38.936,0
-0.147,9063.620,14.247,0.120,392.375,0.271,38.925,0
-0.174,9063.700,13.860,0.122,392.350,0.261,38.926,0
-0.174,9063.810,13.735,0.122,392.350,0.261,38.928,0
-0.133,9063.960,13.092,0.122,392.300,0.063,38.928,0
-0.199,9064.210,11.859,0.116,392.250,0.096,38.926,0
-0.199,9064.360,12.508,0.115,392.275,0.129,38.924,0
-0.210,9064.380,12.677,0.119,392.275,0.129,38.926,0
-0.210,9064.540,14.167,0.119,392.300,0.112,38.923,0
-0.166,9064.490,13.686,0.112,392.300,0.112,38.918,0
-0.069,9064.670,13.955,0.112,392.275,0.180,38.916,0
-0.069,9064.720,14.082,0.111,392.325,0.134,38.920,0
-0.013,9064.780,14.135,0.096,392.325,0.134,38.926,0
0.012,9064.810,14.451,0.084,392.300,0.149,38.921,0
-0.012,9064.930,15.033,0.088,392.325,0.159,38.920,0
0.081,9064.970,14.909,0.085,392.350,0.323,38.926,0
0.003,9064.830,15.077,0.090,392.400,0.252,38.923,0
0.063,9064.650,13.598,0.090,392.450,0.185,38.921,0
0.102,9064.690,13.615,0.089,392.475,0.121,38.924,0
0.116,9064.550,13.917,0.088,392.525,0.057,38.932,0
0.141,9064.680,13.521,0.080,392.500,0.065,38.932,0
0.145,9064.760,13.722,0.090,392.475,0.067,38.932,0
0.145,9064.860,13.449,0.091,392.475,0.067,38.928,0
0.225,9064.830,13.629,0.097,392.500,0.000,38.935,0
0.171,9064.810,13.721,0.097,392.475,0.067,38.931,0
0.221,9064.710,14.669,0.102,392.425,0.132,38.927,0
0.181,9064.490,13.758,0.102,392.475,0.070,38.926,0
0.162,9064.650,14.370,0.103,392.450,0.141,38.929,0
0.252,9064.850,13.384,0.097,392.500,0.000,38.936,0
0.228,9065.030,13.605,0.090,392.500,0.000,38.934,0
0.245,9065.380,12.271,0.090,392.675,-0.040,38.923,0
0.275,9065.530,12.057,0.085,392.750,-0.108,38.929,0
0.245,9065.380,12.919,0.087,392.700,-0.021,38.932,0
0.306,9065.730,11.900,0.074,392.700,0.074,38.923,0
0.306,9065.800,11.992,0.077,392.750,0.516,38.920,0
0.432,9065.600,12.045,0.084,392.700,0.456,38.911,0
0.286,9065.320,11.310,0.093,392.625,0.131,38.909,0
0.372,9065.340,11.481,0.109,392.625,0.087,38.914,0
0.336,9065.400,11.749,0.108,392.600,0.153,38.911,0
0.412,9065.200,10.255,0.107,392.625,0.190,38.915,0
0.420,9065.340,10.759,0.103,392.575,-0.028,38.911,0
0.523,9065.150,10.527,0.116,392.575,0.115,38.905,0
0.462,9065.310,11.735,0.113,392.500,0.225,38.899,0
0.553,9065.360,11.853,0.112,392.525,0.156,38.899,0
0.506,9065.520,11.385,0.107,392.525,0.156,38.894,0
0.470,9065.630,11.161,0.111,392.525,0.156,38.894,0
0.470,9065.780,9.781,0.107,392.525,0.156,38.896,0
0.519,9065.810,10.495,0.105,392.550,0.145,38.891,0
0.477,9065.700,10.667,0.106,392.625,0.087,38.890,0
0.397,9065.610,10.839,0.104,392.625,0.087,38.884,0
0.424,9065.650,10.052,0.104,392.650,0.021,38.883,0
0.419,9065.340,11.095,0.103,392.600,0.591,38.884,0
0.458,9065.460,10.268,0.116,392.625,0.529,38.879,0
0.445,9065.440,10.289,0.116,392.650,0.469,38.880,0
0.397,9065.450,10.374,0.118,392.625,0.417,38.880,0
0.378,9065.440,10.023,0.116,392.675,0.316,38.877,0
0.282,9065.790,12.289,0.107,392.750,0.263,38.879,0
