s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,attack
-0.08,9056.85,24.898,0.09,393.3,-0.275,38.778,0
0.0,9056.9,25.065,0.089,393.25,-0.177,38.78,0
-0.08,9057.15,27.234,0.089,393.25,-0.177,38.78,0
-0.057,9057.78,24.06,0.08,393.325,-0.169,38.781,0
-0.138,9058.1,25.07,0.08,393.35,-0.14,38.773,0
-0.2,9058.59,24.891,0.087,393.425,-0.295,38.768,0
-0.163,9058.87,26.901,0.084,393.425,-0.295,38.768,0
-0.117,9059.27,31.23,0.084,393.45,-0.358,38.768,0
-0.117,9059.56,32.48,0.083,393.45,-0.358,38.765,0
-0.037,9059.77,32.135,0.082,393.475,-0.389,38.76,0
0.045,9060.27,29.575,0.076,393.5,-0.365,38.763,0
0.128,9060.45,30.619,0.081,393.5,-0.365,38.761,0
0.171,9060.78,32.473,0.077,393.525,-0.43,38.763,0
0.191,9061.17,34.807,0.074,393.525,-0.43,38.764,0
0.121,9061.59,35.673,0.074,393.575,-0.479,38.764,0
0.186,9062.01,37.486,0.074,393.575,-0.479,38.757,0
0.126,9062.3,39.949,0.07,393.625,-0.306,38.755,0
0.197,9063.49,39.615,0.072,393.65,-0.316,38.754,0
0.246,9063.95,42.291,0.072,393.675,-0.378,38.748,0
0.297,9065.06,45.107,0.076,393.65,-0.357,38.744,0
0.214,9065.37,48.335,0.078,393.675,-0.418,38.742,0
0.185,9066.88,52.416,0.073,393.65,-0.409,38.741,0
0.158,9067.15,52.913,0.071,393.675,-0.471,38.739,0
0.206,9067.68,54.785,0.071,393.675,-0.471,38.741,0
0.18,9068.1,54.866,0.072,393.7,-0.496,38.738,0
0.194,9068.81,55.694,0.072,393.825,-0.3,38.731,0
0.211,9069.47,53.997,0.069,393.8,-0.275,38.727,0
0.283,9070.84,57.706,0.062,393.8,0.112,38.726,0
0.254,9071.74,62.914,0.071,393.85,0.015,38.727,0
0.201,9072.21,64.287,0.08,393.85,0.015,38.727,0
0.23,9072.71,69.967,0.085,393.875,-0.024,38.724,0
0.155,9073.42,69.408,0.083,393.875,-0.024,38.723,0
0.182,9074.08,69.504,0.088,393.875,-0.024,38.721,0
0.085,9074.78,74.983,0.088,393.9,-0.063,38.718,0
0.026,9075.6,76.198,0.089,393.975,-0.095,38.712,0
0.124,9076.24,80.293,0.091,394.0,-0.15,38.717,0
0.05,9077.21,87.397,0.095,394.1,-0.049,38.719,0
-0.126,9079.49,92.739,0.093,394.075,0.007,38.703,0
-0.011,9081.13,102.319,0.1,394.1,-0.036,38.699,0
0.017,9081.9,111.927,0.102,394.15,-0.015,38.691,0
0.017,9082.65,111.948,0.104,394.275,0.345,38.685,0
-0.039,9083.86,121.989,0.104,394.3,0.338,38.689,0
-0.115,9084.68,121.485,0.103,394.35,0.491,38.681,0
-0.152,9087.1,154.099,0.105,394.4,0.43,38.672,0
-0.244,9088.17,166.294,0.108,394.425,0.364,38.667,0
-0.171,9089.21,172.677,0.105,394.4,0.43,38.67,0
-0.196,9090.22,178.189,0.098,394.4,0.43,38.663,0
-0.044,9092.41,191.816,0.105,394.45,0.374,38.659,0
-0.077,9093.32,195.677,0.118,394.425,0.44,38.662,0
-0.133,9095.76,222.691,0.118,394.475,0.349,38.657,0
-0.133,9096.92,236.126,0.119,394.55,0.565,38.657,0
-0.12,9098.18,246.665,0.122,394.575,0.5,38.649,0
-0.147,9099.23,265.233,0.121,394.6,0.459,38.646,0
-0.078,9100.54,279.216,0.114,394.625,0.396,38.641,0
-0.099,9102.11,289.902,0.102,394.675,0.296,38.636,0
-0.058,9104.89,304.176,0.116,394.8,0.289,38.632,0
-0.028,9106.16,311.939,0.111,394.8,0.289,38.628,0
-0.048,9107.58,319.638,0.11,394.875,0.246,38.621,0
-0.099,9109.14,320.953,0.11,394.95,0.187,38.612,0
-0.041,9110.69,331.602,0.107,395.05,0.176,38.609,0
-0.064,9112.44,350.636,0.098,395.125,0.155,38.606,0
-0.046,9113.76,365.105,0.098,395.15,0.098,38.602,0
-0.195,9044.46,18.364,0.079,392.325,-0.281,38.955,0
-0.234,9044.68,20.347,0.085,392.325,-0.281,38.953,0
-0.15,9044.71,20.278,0.084,392.275,-0.187,38.952,0
-0.158,9044.58,19.835,0.096,392.275,-0.187,38.957,0
-0.105,9044.54,19.276,0.098,392.15,-0.571,38.957,0
0.039,9044.79,21.123,0.099,392.15,-0.769,38.952,0
0.094,9044.82,20.977,0.096,392.175,-0.846,38.95,0
0.111,9044.58,21.367,0.1,392.15,-0.807,38.954,0
0.207,9045.23,20.967,0.105,392.025,-0.783,38.944,0
0.207,9044.9,20.062,0.103,392.05,-0.588,38.946,0
0.207,9045.07,18.902,0.104,392.125,-0.627,38.945,0
0.24,9044.95,18.281,0.103,392.1,-0.588,38.941,0
0.195,9045.2,17.992,0.103,392.125,-0.627,38.939,0
0.221,9045.42,17.654,0.105,392.15,-0.667,38.935,0
0.221,9045.53,16.991,0.104,392.125,-0.627,38.934,0
0.252,9045.89,13.985,0.104,392.125,-0.627,38.937,0
0.197,9045.92,14.028,0.104,392.125,-0.627,38.929,0
0.303,9045.94,13.892,0.114,392.15,-0.667,38.932,0
0.229,9046.11,14.955,0.106,392.2,-0.782,38.935,0
0.085,9046.22,14.422,0.104,392.2,-0.782,38.935,0
0.134,9046.28,14.335,0.104,392.2,-0.782,38.934,0
0.194,9046.04,13.865,0.098,392.15,-0.953,38.932,0
0.096,9045.82,12.659,0.095,392.175,-0.985,38.931,0
0.059,9045.6,15.28,0.102,392.175,-0.985,38.929,0
0.023,9045.7,16.048,0.088,392.175,-0.985,38.926,0
-0.031,9045.77,15.163,0.089,392.125,-0.866,38.921,0
-0.141,9045.82,15.428,0.084,392.2,-0.782,38.915,0
-0.131,9046.1,15.469,0.086,392.2,-0.782,38.916,0
-0.037,9045.9,14.088,0.085,392.2,-0.782,38.912,0
-0.039,9046.01,14.203,0.085,392.2,-0.782,38.91,0
-0.099,9045.82,15.492,0.079,392.2,-0.782,38.909,0
-0.167,9045.75,17.582,0.082,392.225,-0.828,38.908,0
-0.221,9045.51,16.054,0.082,392.375,0.489,38.906,0
-0.294,9045.68,16.303,0.083,392.35,0.57,38.906,0
-0.298,9045.62,16.774,0.085,392.35,0.57,38.904,0
-0.275,9045.72,15.792,0.084,392.375,0.489,38.904,0
-0.308,9045.85,15.748,0.109,392.4,0.547,38.908,0
-0.303,9045.85,15.745,0.106,392.4,0.547,38.916,0
-0.261,9045.59,13.902,0.119,392.425,0.627,38.918,0
-0.236,9045.6,13.875,0.119,392.425,0.627,38.911,0
-0.236,9045.58,14.132,0.118,392.4,0.621,38.909,0
-0.236,9045.41,15.403,0.118,392.425,0.627,38.911,0
-0.296,9045.5,15.659,0.117,392.425,0.627,38.909,0
-0.36,9045.24,15.986,0.124,392.4,0.712,38.917,0
-0.428,9044.92,16.203,0.136,392.45,0.545,38.906,0
-0.324,9044.7,17.076,0.136,392.475,0.654,38.908,0
-0.268,9044.83,17.38,0.129,392.475,0.654,38.909,0
-0.198,9044.63,15.845,0.128,392.425,0.627,38.907,0
-0.201,9044.62,15.869,0.128,392.4,0.547,38.901,0
-0.139,9044.54,16.507,0.103,392.425,0.466,38.903,0
-0.1,9044.43,16.486,0.101,392.425,0.544,38.906,0
-0.127,9044.61,16.969,0.101,392.45,0.467,38.904,0
-0.004,9044.92,14.795,0.1,392.45,0.467,38.895,0
0.06,9044.57,13.65,0.099,392.525,0.385,38.896,0
0.063,9044.4,13.537,0.103,392.525,0.562,38.895,0
0.031,9044.61,12.951,0.106,392.6,0.597,38.897,0
0.037,9044.42,14.301,0.09,392.7,0.628,38.892,0
0.18,9044.19,13.959,0.094,392.7,0.394,38.893,0
0.18,9044.22,13.943,0.1,392.675,0.459,38.889,0
0.118,9043.96,14.261,0.091,392.7,0.42,38.887,0
0.11,9043.72,16.15,0.107,392.75,0.318,38.882,0
0.071,9043.53,17.153,0.108,392.85,0.303,38.871,0
0.0,9043.51,17.109,0.108,392.9,0.201,38.876,0
-0.086,9043.47,17.437,0.106,392.9,0.201,38.872,0
-0.012,9043.66,16.942,0.107,392.875,0.252,38.863,0
0.051,9043.2,17.144,0.094,392.95,0.1,38.858,0
0.114,9043.37,17.045,0.094,392.975,0.05,38.856,0
0.043,9043.51,17.079,0.094,393.0,0.0,38.85,0
0.123,9043.57,17.302,0.099,393.025,-0.05,38.85,0
0.04,9043.38,20.714,0.1,393.05,-0.1,38.846,0
-0.007,9043.29,20.11,0.105,393.075,-0.15,38.838,0
-0.096,9043.04,21.909,0.101,393.075,-0.15,38.833,0
-0.073,9043.08,21.992,0.099,393.125,-0.062,38.838,0
-0.155,9043.32,22.332,0.095,393.2,0.28,38.834,0
-0.201,9043.42,22.583,0.095,393.25,0.195,38.834,0
-0.178,9043.2,22.277,0.095,393.25,0.195,38.829,0
-0.136,9043.13,21.581,0.092,393.25,0.195,38.827,0
-0.136,9043.12,21.569,0.094,393.275,0.129,38.822,0
-0.162,9042.92,22.504,0.076,393.275,0.129,38.823,0
-0.185,9042.9,22.465,0.065,393.325,0.045,38.817,0
-0.184,9042.51,21.639,0.069,393.35,0.032,38.807,0
-0.144,9042.4,21.655,0.067,393.4,-0.046,38.806,0
-0.218,9042.22,21.54,0.065,393.425,-0.115,38.809,0
-0.233,9042.24,21.516,0.069,393.5,-0.162,38.803,0
-0.138,9042.12,20.76,0.07,393.525,-0.16,38.796,0
-0.081,9041.99,19.63,0.084,393.575,-0.212,38.79,0
-0.173,9041.88,20.504,0.087,393.6,-0.2,38.788,0
-0.1,9042.02,18.518,0.09,393.525,-0.073,38.778,0
-0.174,9041.68,20.026,0.097,393.6,-0.101,38.768,0
-0.187,9041.4,21.379,0.113,393.6,-0.101,38.763,0
-0.19,9041.35,21.153,0.113,393.625,-0.057,38.762,0
-0.122,9041.45,20.91,0.114,393.6,0.017,38.761,0
-0.122,9041.45,20.888,0.129,393.625,0.022,38.755,0
-0.102,9041.26,21.072,0.13,393.625,0.022,38.758,0
-0.123,9041.1,23.407,0.136,393.6,0.017,38.753,0
-0.131,9040.95,23.412,0.122,393.6,0.017,38.75,0
-0.041,9040.98,23.327,0.125,393.575,-0.028,38.746,0
-0.058,9040.8,22.687,0.126,393.6,-0.101,38.749,0
0.026,9040.62,23.232,0.14,393.65,0.123,38.745,0
-0.066,9040.44,26.437,0.14,393.7,0.236,38.739,0
-0.123,9039.9,24.804,0.13,393.725,0.176,38.736,0
-0.076,9039.81,24.642,0.129,393.75,0.139,38.734,0
-0.1,9039.49,24.217,0.13,393.8,0.043,38.728,0
0.04,9039.13,23.044,0.133,393.975,0.319,38.719,0
0.04,9038.69,22.184,0.14,393.925,0.308,38.712,0
0.097,9038.36,21.333,0.146,393.975,0.319,38.709,0
0.071,9037.53,21.29,0.135,394.125,0.299,38.704,0
0.034,9037.2,23.68,0.153,394.15,0.273,38.7,0
-0.018,9037.12,23.017,0.152,394.15,0.273,38.697,0
-0.021,9036.73,23.578,0.151,394.25,0.149,38.68,0
-0.011,9036.68,23.455,0.174,394.275,0.084,38.672,0
-0.069,9036.45,23.102,0.188,394.275,0.084,38.668,0
-0.092,9036.01,23.835,0.197,394.325,0.04,38.665,0
-0.049,9035.66,22.905,0.205,394.425,0.134,38.654,0
-0.105,9034.76,22.84,0.239,394.6,0.081,38.636,0
-0.105,9034.24,22.483,0.26,394.7,0.08,38.63,0
-0.071,9034.15,22.801,0.26,394.7,0.08,38.623,0
-0.016,9033.89,24.218,0.242,394.8,0.061,38.618,0
0.022,9033.8,24.619,0.259,394.85,-0.031,38.61,0
0.003,9033.6,22.684,0.245,394.875,-0.015,38.601,0
-0.048,9033.26,21.42,0.243,394.925,-0.041,38.592,0
0.546,9041.58,7.447,0.124,392.9,-0.042,38.827,0
0.546,9041.3,9.329,0.124,392.9,-0.042,38.827,0
0.654,9041.17,10.506,0.125,392.9,-0.042,38.827,0
0.768,9041.33,11.463,0.124,392.925,-0.103,38.824,0
0.724,9041.29,11.381,0.123,392.95,-0.164,38.827,0
0.702,9041.59,9.912,0.134,392.95,-0.093,38.827,0
0.624,9041.78,11.732,0.136,392.925,-0.054,38.828,0
0.62,9041.71,11.368,0.14,392.975,0.05,38.827,0
0.595,9041.53,10.493,0.144,393.15,0.129,38.823,0
0.549,9041.69,11.164,0.14,393.175,0.098,38.827,0
0.625,9041.84,11.688,0.147,393.15,0.129,38.83,0
0.53,9041.63,13.87,0.14,393.15,0.129,38.828,0
0.517,9041.53,13.618,0.139,393.125,0.192,38.831,0
0.421,9041.62,13.615,0.136,393.15,0.129,38.834,0
0.401,9041.94,14.376,0.125,393.15,0.129,38.826,0
0.415,9041.85,14.812,0.126,393.15,0.129,38.824,0
0.311,9041.9,14.962,0.124,393.2,0.005,38.817,0
0.33,9041.76,15.837,0.119,393.2,0.005,38.817,0
0.321,9041.66,16.324,0.118,393.275,0.132,38.814,0
0.139,9041.47,16.621,0.114,393.225,0.143,38.808,0
0.122,9041.54,16.566,0.116,393.3,0.169,38.803,0
0.054,9041.5,17.004,0.096,393.375,0.023,38.8,0
-0.04,9041.41,16.953,0.086,393.375,0.056,38.803,0
-0.133,9041.6,14.949,0.093,393.425,0.003,38.801,0
-0.175,9041.75,13.579,0.094,393.425,0.003,38.8,0
-0.261,9041.52,13.08,0.096,393.425,0.003,38.803,0
-0.192,9041.54,13.066,0.108,393.425,0.003,38.803,0
-0.107,9041.73,13.598,0.107,393.425,0.003,38.806,0
-0.107,9042.11,14.011,0.112,393.475,0.16,38.793,0
-0.119,9042.0,12.691,0.123,393.475,0.16,38.798,0
-0.112,9042.05,12.827,0.115,393.45,0.147,38.796,0
-0.112,9042.01,13.31,0.114,393.425,0.121,38.798,0
-0.1,9041.76,12.834,0.125,393.425,0.121,38.804,0
-0.134,9041.72,12.469,0.119,393.475,0.077,38.802,0
-0.225,9041.6,11.927,0.122,393.45,0.045,38.802,0
-0.149,9041.72,10.38,0.133,393.5,0.0,38.797,0
-0.044,9041.59,10.582,0.132,393.45,-0.239,38.792,0
-0.044,9041.81,10.35,0.133,393.475,-0.307,38.795,0
-0.037,9041.67,10.463,0.132,393.45,-0.239,38.789,0
-0.11,9041.47,9.59,0.131,393.45,-0.239,38.789,0
-0.085,9041.66,9.432,0.131,393.475,-0.307,38.789,0
-0.085,9041.77,10.025,0.132,393.475,-0.307,38.794,0
0.051,9041.96,9.196,0.12,393.475,-0.307,38.802,0
0.03,9042.17,9.127,0.123,393.525,-0.395,38.796,0
-0.05,9041.97,9.564,0.123,393.55,-0.466,38.787,0
-0.048,9042.02,9.895,0.123,393.55,-0.466,38.791,0
-0.019,9042.23,9.149,0.12,393.55,-0.466,38.791,0
-0.092,9042.44,11.011,0.121,393.525,-0.511,38.793,0
-0.158,9042.66,12.365,0.121,393.475,-0.501,38.791,0
-0.092,9042.91,12.24,0.113,393.4,-0.336,38.785,0
-0.085,9042.86,12.547,0.113,393.475,-0.368,38.786,0
-0.085,9042.84,12.691,0.114,393.45,-0.43,38.779,0
-0.043,9042.76,13.294,0.115,393.525,-0.457,38.784,0
-0.088,9042.74,13.842,0.111,393.55,-0.466,38.78,0
-0.086,9042.42,15.271,0.109,393.55,-0.466,38.773,0
-0.131,9042.38,15.158,0.107,393.6,-0.557,38.772,0
-0.127,9042.43,15.403,0.105,393.575,-0.482,38.767,0
-0.154,9042.31,15.102,0.099,393.6,-0.448,38.765,0
-0.081,9042.29,14.956,0.093,393.6,-0.448,38.759,0
-0.016,9042.13,15.322,0.1,393.625,-0.425,38.756,0
-0.016,9042.23,14.798,0.103,393.675,-0.21,38.753,0
0.066,9042.29,15.098,0.103,393.7,-0.223,38.75,0
0.082,9042.5,15.098,0.107,393.725,-0.214,38.746,0
0.082,9042.48,14.927,0.088,393.75,-0.281,38.738,0
0.114,9042.46,14.878,0.086,393.725,-0.214,38.734,0
0.168,9042.71,16.768,0.088,393.75,-0.195,38.733,0
0.067,9042.67,17.234,0.091,393.725,-0.18,38.733,0
0.056,9042.85,17.831,0.097,393.725,-0.18,38.726,0
-0.037,9043.05,17.658,0.098,393.8,0.198,38.725,0
0.03,9042.96,17.531,0.099,393.825,0.159,38.721,0
-0.064,9042.9,18.145,0.1,393.825,0.159,38.723,0
-0.088,9042.68,21.705,0.102,393.825,0.159,38.726,0
-0.14,9042.51,22.052,0.099,393.85,0.12,38.724,0
-0.261,9042.2,22.167,0.092,393.85,0.12,38.713,0
-0.261,9042.24,22.032,0.085,393.85,0.12,38.709,0
-0.305,9042.13,22.158,0.085,393.825,0.177,38.712,0
-0.285,9042.07,22.065,0.088,393.85,0.135,38.716,0
-0.147,9042.2,21.845,0.087,393.875,0.092,38.716,0
-0.087,9041.66,18.363,0.082,393.95,-0.05,38.708,0
-0.13,9041.54,17.411,0.082,394.0,-0.15,38.708,0
-0.088,9041.48,17.869,0.087,393.975,-0.106,38.705,0
-0.05,9041.42,18.334,0.086,394.0,-0.15,38.702,0
-0.067,9041.4,18.442,0.085,394.0,-0.15,38.694,0
0.028,9041.63,18.909,0.086,394.0,-0.15,38.683,0
-0.019,9041.79,18.088,0.08,394.05,-0.1,38.681,0
-0.019,9041.85,18.341,0.081,393.975,-0.106,38.671,0
-0.099,9042.31,19.527,0.076,394.025,-0.206,38.676,0
-0.073,9042.51,21.473,0.083,394.025,-0.206,38.679,0
-0.026,9042.18,24.575,0.079,394.1,-0.201,38.671,0
0.061,9042.16,24.52,0.083,394.15,-0.303,38.671,0
0.01,9042.01,24.616,0.079,394.2,-0.408,38.667,0
0.027,9042.13,24.164,0.077,394.2,-0.408,38.667,0
0.027,9042.14,24.167,0.08,394.175,-0.519,38.665,0
0.009,9041.74,23.066,0.093,394.3,-0.628,38.657,0
-0.047,9041.59,21.003,0.096,394.325,-0.687,38.653,0
-0.047,9041.79,20.472,0.1,394.35,-0.746,38.649,0
-0.112,9041.57,19.019,0.101,394.375,-0.657,38.642,0
-0.112,9041.75,20.326,0.102,394.4,-0.591,38.641,0
-0.088,9042.15,22.235,0.094,394.425,-0.64,38.639,0
0.067,9042.65,18.471,0.1,394.4,-0.591,38.632,0
0.143,9042.76,18.464,0.106,394.425,-0.64,38.625,0
0.143,9042.78,18.244,0.111,394.5,-0.697,38.619,0
0.221,9042.98,18.034,0.114,394.5,-0.697,38.609,0
0.286,9042.89,19.113,0.124,394.55,-0.695,38.6,0
0.268,9042.76,18.466,0.127,394.575,-0.658,38.595,0
0.241,9042.73,18.645,0.133,394.6,-0.728,38.593,0
0.325,9042.81,19.097,0.13,394.575,-0.658,38.586,0
0.374,9042.88,19.091,0.136,394.55,-0.589,38.588,0
0.294,9042.92,18.796,0.141,394.6,-0.696,38.593,0
0.365,9043.03,19.595,0.138,394.6,-0.696,38.581,0
0.333,9043.01,19.791,0.135,394.725,-0.33,38.58,0
0.283,9043.48,18.119,0.147,394.8,-0.418,38.572,0
0.206,9043.61,17.421,0.163,394.825,-0.432,38.564,0
0.192,9043.22,18.251,0.151,394.9,-0.157,38.563,0
0.192,9042.88,16.316,0.141,394.9,-0.157,38.553,0
0.192,9042.59,14.748,0.142,394.925,-0.221,38.549,0
0.25,9042.55,14.771,0.144,394.95,-0.253,38.541,0
0.25,9042.94,11.395,0.143,394.925,-0.221,38.54,0
0.248,9043.08,12.133,0.151,394.95,-0.253,38.537,0
0.248,9043.27,11.904,0.159,394.975,-0.288,38.533,0
0.231,9043.24,11.981,0.147,395.0,-0.324,38.531,0
0.195,9066.84,23.788,0.085,392.3,-0.599,38.96,0
0.129,9066.67,24.306,0.084,392.275,-0.777,38.963,0
0.07,9066.74,24.951,0.081,392.275,-0.777,38.961,0
0.071,9066.83,23.961,0.08,392.275,-0.777,38.964,0
0.071,9066.47,23.484,0.08,392.25,-0.724,38.963,0
0.011,9066.16,22.522,0.076,392.3,-0.628,38.971,0
0.086,9065.89,20.102,0.073,392.3,-0.628,38.97,0
0.1,9065.8,20.96,0.075,392.275,-0.572,38.965,0
0.094,9065.79,19.724,0.086,392.325,-0.043,38.975,0
0.009,9065.74,19.578,0.1,392.3,-0.074,38.974,0
-0.043,9065.74,19.582,0.099,392.275,-0.046,38.968,0
-0.062,9065.54,19.166,0.1,392.3,-0.074,38.967,0
-0.05,9065.62,21.554,0.101,392.3,-0.074,38.967,0
-0.096,9065.99,21.469,0.103,392.275,-0.011,38.969,0
-0.185,9065.99,21.42,0.097,392.325,0.164,38.969,0
-0.275,9066.11,21.214,0.097,392.3,0.235,38.964,0
-0.264,9066.39,23.325,0.097,392.35,0.165,38.964,0
-0.361,9066.68,21.781,0.098,392.375,0.175,38.959,0
-0.376,9066.76,21.274,0.097,392.425,0.128,38.962,0
-0.321,9065.99,18.349,0.086,392.375,-0.087,38.96,0
-0.368,9065.92,17.898,0.086,392.35,-0.021,38.961,0
-0.377,9065.93,17.911,0.085,392.3,0.063,38.959,0
-0.301,9066.0,17.633,0.084,392.3,0.063,38.959,0
-0.245,9065.91,17.438,0.079,392.25,0.149,38.953,0
-0.151,9065.88,17.482,0.084,392.2,0.236,38.948,0
-0.076,9065.84,18.556,0.109,392.225,0.172,38.946,0
-0.069,9066.12,18.931,0.102,392.275,0.33,38.946,0
-0.012,9065.88,18.11,0.103,392.225,0.172,38.95,0
-0.03,9066.07,18.634,0.103,392.225,0.172,38.941,0
-0.036,9066.39,18.739,0.108,392.25,0.108,38.938,0
0.003,9066.61,18.501,0.11,392.225,0.079,38.928,0
-0.053,9066.44,18.13,0.111,392.25,0.053,38.924,0
-0.116,9066.53,17.49,0.105,392.25,0.053,38.928,0
-0.213,9066.73,16.049,0.107,392.3,-0.035,38.928,0
-0.202,9066.38,17.48,0.092,392.175,-0.353,38.925,0
-0.254,9066.4,17.584,0.092,392.15,-0.515,38.916,0
-0.389,9066.51,17.883,0.096,392.2,-0.625,38.915,0
-0.341,9066.42,18.275,0.095,392.2,-0.625,38.913,0
-0.34,9066.33,18.632,0.09,392.175,-0.578,38.911,0
-0.272,9066.33,20.428,0.084,392.225,-0.69,38.908,0
-0.272,9066.4,19.87,0.083,392.2,-0.642,38.91,0
-0.191,9065.66,17.389,0.081,392.3,-0.847,38.903,0
-0.207,9065.55,17.413,0.08,392.325,-0.903,38.904,0
-0.223,9065.25,14.883,0.075,392.3,-0.847,38.904,0
-0.152,9065.06,14.527,0.078,392.325,-0.903,38.905,0
-0.082,9064.88,15.86,0.077,392.275,-1.065,38.902,0
-0.151,9065.09,17.308,0.078,392.3,-0.847,38.895,0
-0.107,9065.15,17.155,0.073,392.35,-0.962,38.892,0
-0.018,9065.1,17.104,0.073,392.325,-0.903,38.896,0
-0.114,9065.16,16.523,0.073,392.4,-0.844,38.891,0
-0.097,9065.05,16.556,0.072,392.45,-0.743,38.887,0
-0.008,9065.12,17.0,0.068,392.5,-0.693,38.884,0
-0.014,9064.94,18.872,0.069,392.65,-0.889,38.877,0
-0.135,9065.2,19.211,0.071,392.7,-0.995,38.861,0
-0.117,9065.15,18.719,0.079,392.725,-0.895,38.862,0
-0.199,9065.01,18.791,0.083,392.725,-0.895,38.865,0
-0.252,9064.59,16.62,0.099,392.8,-0.099,38.848,0
-0.2,9063.99,20.021,0.135,392.85,0.273,38.838,0
-0.137,9063.95,20.009,0.135,392.9,0.182,38.832,0
-0.069,9063.9,19.812,0.135,392.925,0.139,38.829,0
-0.069,9064.06,19.82,0.151,393.0,0.368,38.825,0
0.177,9063.46,23.144,0.163,393.175,0.441,38.813,0
0.201,9063.59,22.354,0.156,393.275,0.771,38.811,0
0.236,9063.42,21.241,0.156,393.3,0.688,38.805,0
0.302,9063.53,21.778,0.153,393.35,0.649,38.797,0
0.271,9063.45,22.193,0.151,393.35,0.649,38.787,0
0.241,9063.39,22.899,0.15,393.4,0.557,38.783,0
0.211,9063.23,23.327,0.179,393.45,0.466,38.778,0
0.12,9062.98,25.989,0.178,393.475,0.395,38.771,0
0.205,9062.92,26.081,0.198,393.475,0.395,38.767,0
0.134,9062.73,24.849,0.215,393.625,0.268,38.759,0
0.075,9062.29,28.118,0.229,393.75,0.231,38.744,0
0.232,9061.83,30.273,0.228,393.875,0.104,38.723,0
0.15,9061.46,29.935,0.249,393.9,0.059,38.721,0
0.069,9061.41,30.465,0.251,394.0,0.322,38.715,0
0.056,9061.03,29.182,0.276,394.05,0.224,38.7,0
0.133,9060.27,29.727,0.301,394.15,0.033,38.692,0
0.096,9059.88,27.451,0.334,394.25,-0.015,38.67,0
0.176,9059.66,26.753,0.323,394.325,0.135,38.664,0
0.135,9059.18,27.356,0.352,394.4,0.05,38.652,0
0.107,9044.1,16.846,0.055,392.925,-0.164,38.829,0
0.093,9043.85,18.764,0.054,392.925,-0.164,38.82,0
0.097,9043.93,18.726,0.046,393.075,0.036,38.819,0
0.036,9043.76,17.886,0.047,393.075,0.036,38.821,0
0.127,9043.91,18.229,0.058,393.075,0.036,38.824,0
0.177,9043.92,18.124,0.059,393.025,0.134,38.822,0
0.182,9043.62,19.535,0.062,393.05,0.093,38.824,0
0.208,9043.35,19.393,0.061,393.075,0.19,38.83,0
0.307,9043.45,18.892,0.063,393.05,0.253,38.826,0
0.304,9043.33,17.927,0.062,393.0,0.351,38.82,0
0.236,9043.48,18.467,0.062,392.95,0.309,38.815,0
0.259,9043.29,19.123,0.062,392.925,0.368,38.816,0
0.247,9043.21,18.403,0.063,392.9,0.429,38.823,0
0.319,9043.23,18.422,0.063,392.9,0.429,38.819,0
0.25,9043.04,15.823,0.063,392.925,0.368,38.822,0
0.278,9042.95,15.464,0.063,392.95,0.328,38.83,0
0.261,9042.79,16.805,0.063,392.925,0.368,38.827,0
0.228,9042.92,16.674,0.061,392.925,0.368,38.831,0
0.339,9043.36,15.436,0.061,392.925,0.368,38.833,0
0.261,9043.44,15.745,0.06,392.925,0.368,38.83,0
0.265,9043.31,15.529,0.068,392.975,0.269,38.838,0
0.185,9043.44,16.066,0.072,392.975,0.269,38.841,0
0.168,9043.44,16.09,0.072,392.95,0.309,38.842,0
0.101,9043.27,16.341,0.07,392.9,0.41,38.84,0
-0.004,9043.04,15.685,0.071,392.9,0.199,38.845,0
-0.073,9042.85,16.17,0.073,392.95,0.099,38.847,0
-0.071,9042.82,16.096,0.073,392.925,0.148,38.85,0
-0.043,9042.66,15.818,0.072,393.025,0.352,38.852,0
-0.127,9042.46,16.144,0.072,393.05,0.286,38.853,0
-0.199,9042.6,16.983,0.073,393.1,0.191,38.851,0
-0.114,9042.4,17.857,0.074,393.125,0.127,38.851,0
-0.089,9042.55,16.562,0.086,393.15,0.099,38.852,0
-0.112,9042.56,16.598,0.087,393.15,0.099,38.852,0
-0.126,9042.6,16.478,0.086,393.075,0.076,38.846,0
-0.105,9042.43,17.556,0.091,393.075,0.076,38.842,0
-0.115,9042.19,17.105,0.076,393.05,0.113,38.845,0
-0.194,9042.29,16.737,0.077,393.1,0.017,38.848,0
-0.194,9042.31,16.452,0.075,393.075,0.076,38.84,0
-0.144,9042.52,17.986,0.074,393.1,0.017,38.835,0
-0.194,9042.67,17.621,0.075,393.075,-0.143,38.835,0
-0.27,9042.45,17.616,0.079,393.175,0.0,38.837,0
-0.278,9042.49,17.98,0.079,393.2,-0.062,38.836,0
-0.245,9042.28,18.149,0.082,393.225,0.006,38.836,0
-0.335,9042.35,18.464,0.084,393.2,0.035,38.83,0
-0.299,9042.51,17.271,0.084,393.2,0.035,38.828,0
-0.288,9042.27,18.174,0.084,393.225,0.006,38.828,0
-0.213,9042.19,18.653,0.084,393.225,0.006,38.829,0
-0.188,9041.95,18.947,0.085,393.225,0.006,38.829,0
-0.27,9041.79,18.69,0.087,393.25,-0.057,38.832,0
-0.212,9041.97,21.012,0.089,393.225,-0.027,38.831,0
-0.212,9042.03,21.088,0.079,393.2,0.005,38.829,0
