N,F0,PER,d0,v0,collision,attack
5,-5,0.08,8.515,79,0,0
8,-6,0.83,10.023,44,1,1
3,-3,0.62,7.489,35,0,0
5,-3,0.96,10.717,70,1,1
8,0,0.44,6.369,74,0,1
6,1,0.98,7.751,14,1,1
9,-4,0.37,7.006,49,1,0
8,-2,0.9,6.398,53,1,1
8,0,0.86,8.545,82,1,1
7,-5,0.1,6.833,64,0,0
5,-6,0.83,6.139,50,1,1
5,-2,0.2,8.892,84,0,0
5,-6,0.75,8.504,23,0,1
6,-6,0.08,8.796,55,0,1
5,-1,0.24,7.382,80,0,0
5,-3,0.64,4.807,52,0,0
9,-6,0.26,6.081,53,0,1
4,-4,0.46,4.711,83,0,0
4,-2,0.8,7.063,62,1,1
4,-8,0.81,5.579,70,1,0
5,-5,0.53,6.461,50,0,0
3,-6,0.98,8.804,85,1,1
7,0,0.8,8.0720005,51,1,1
3,-1,0.2,8.266,41,0,1
10,-1,0.6,6.788,44,1,1
7,-3,0.01,4.311,59,0,0
7,-3,0.69,7.31,45,1,1
8,1,0.94,7.958,28,1,1
7,-3,0.83,9.26,65,1,1
4,-6,0.53,6.472,21,0,0
4,0,0.75,9.43,80,1,1
6,-2,0.99,10.882,58,1,1
7,-3,0.55,7.736,80,1,1
4,-6,0.24,8.689,11,0,0
8,1,0.93,10.418,68,1,1
4,-8,0.71,5.019,79,1,0
8,-4,0.63,6.128,60,1,1
4,-4,0.5,5.33,67,0,0
6,-6,0.05,8.532,35,0,0
7,-1,0.9,9.329,24,1,1
7,-8,0.88,6.054,66,1,0
7,-1,0.96,10.414,60,1,1
10,1,0.71,6.747,54,1,1
3,-5,0.95,8.535999,60,1,1
6,-4,0.98,8.165,89,1,0
8,-2,0.8,8.019,49,1,1
5,-5,0.51,7.771,16,0,0
10,-5,0.3,10.187,80,1,1
9,-1,0.77,8.103001,66,1,1
8,-3,0.24,7.665,82,0,1
5,-3,0.68,8.864,67,1,1
9,1,0.39,9.269,81,1,1
7,-5,0.98,6.24,59,1,1
7,-3,0.42,4.038,51,0,0
4,-5,0.75,6.319,66,1,1
4,-4,0.65,7.299,54,0,0
10,-2,0.99,10.874,38,1,1
7,-6,0.84,7.28,44,1,0
6,0,0.28,10.284,52,0,1
6,-7,0.03,5.509,56,0,0
4,-5,0.48,5.658,47,0,0
7,-3,0.89,9.886,31,1,1
6,-5,0.99,10.968,86,1,1
9,0,0.2,6.436,78,1,1
5,-3,0.55,4.273,20,0,0
10,-5,0.33,5.185,54,1,0
4,-4,0.17,4.309,88,0,0
8,-5,0.45,8.549,78,0,0
10,-8,0.92,6.893,20,1,0
9,-3,0.3,7.25,40,0,0
10,-4,0.96,7.62,30,1,0
9,-2,0.1,7.897,85,0,0
9,-5,0.78,7.842,47,1,0
6,-7,0.94,5.306,12,0,0
5,-4,0.5,7.561,54,0,0
7,-5,0.71,9.368,20,0,1
8,-7,0.58,7.487,40,0,0
8,-3,0.66,8.473,18,0,0
9,-5,0.12,6.449,37,0,0
5,-3,0.24,7.797,38,0,0
4,0,0.88,8.832,81,1,1
5,-5,0.76,7.84,67,1,0
5,-3,0.82,7.408,60,1,1
3,-2,0.75,6.534,88,1,0
3,-1,0.38,5.123,10,0,0
4,-6,0.64,7.568,30,0,0
9,-2,0.24,10.525,42,0,1
5,-2,0.16,4.693,63,0,0
3,-5,0.81,10.145,81,1,1
3,-7,0.93,6.573,11,1,0
9,-6,0.79,6.222,74,1,1
3,-1,0.01,6.398,27,0,1
10,-4,0.25,10.333,25,0,1
10,-2,0.72,4.415,80,1,0
4,-4,0.17,4.35,72,0,0
10,-4,0.56,9.48,83,1,1
3,-3,0.14,6.079,45,0,1
8,-6,0.06,8.034,25,0,0
4,-6,0.34,6.829,52,0,0
10,1,0.49,8.526,78,1,1
5,-3,0.25,7.31,63,0,0
8,-2,0.88,4.37,67,1,0
3,-2,0.19,5.696,14,0,0
4,1,0.81,10.326,67,0,1
9,-5,0.24,10.673,44,0,1
8,-2,0.65,4.202,75,1,0
5,-1,0.85,10.252,51,1,1
10,-7,0.32,7.716,11,1,0
5,-7,0.34,7.4,64,0,0
8,-3,0.5,9.999001,60,1,1
5,-5,0.9,6.527,79,1,0
4,-5,0.53,9.57,87,0,1
3,-3,0.47,4.907,10,0,0
9,-2,0.35,4.037,39,0,0
5,-1,0.85,7.622,86,1,1
8,-7,0.63,4.401,55,1,0
5,-2,0.8,8.209,63,1,1
9,-2,0.54,6.996,49,0,1
9,-1,0.12,6.158,25,0,1
9,-3,0.35,8.385,60,1,0
5,-5,0.89,8.58,48,1,0
3,0,0.17,5.228,82,0,1
9,-6,0.76,10.794,82,1,1
6,-3,0.12,6.257,57,0,1
5,-4,0.87,8.754,22,1,1
10,-5,0.54,7.801,64,1,0
7,-3,0.64,9.073,60,1,1
7,-5,0.42,7.571,23,0,1
6,-5,0.34,6.298,30,0,0
6,-4,0.47,8.909,19,0,0
6,-2,0.85,8.71,38,1,1
4,-6,0.52,4.333,89,0,0
3,-8,0.77,6.326,43,1,0
9,-4,0.47,10.011,27,1,1
7,-2,0.81,8.728001,49,1,1
9,0,0.83,8.915,69,1,1
7,-4,0.89,10.569,26,1,1
10,-1,0.51,8.11,33,1,0
10,-3,0.69,8.213,75,1,0
5,-7,0.31,4.72,29,0,0
8,1,0.72,9.625999,75,0,1
10,-6,0.1,7.562,68,1,0
9,-5,0.97,7.611,31,1,0
9,-4,0.84,10.737,41,1,1
9,-7,0.12,7.665,65,0,0
10,1,0.78,6.276,64,1,1
7,0,0.94,8.033,73,1,1
7,1,0.62,7.053,12,0,1
6,-4,0.64,8.067,87,1,0
10,-7,0.57,8.251,73,1,0
4,-2,0.49,4.407,88,0,0
7,-3,0.54,6.772,74,1,1
10,-3,0.86,9.579,23,1,1
9,-7,0.39,7.32,30,0,0
6,-5,0.65,4.493,68,1,0
4,-6,0.38,8.1,87,0,0
7,-4,0.99,10.173,71,1,1
8,-2,0.8,6.077,18,1,0
4,-1,0.58,6.599,75,0,0
6,-6,0.11,8.919,23,0,0
8,-7,0.47,8.078,10,0,0
10,-6,0.03,10.129,60,1,1
9,-5,0.96,6.28,46,1,0
4,-2,0.98,4.429,87,1,0
9,-3,0.24,7.541,64,1,1
6,-4,0.76,8.093,77,1,1
10,0,0.73,9.152,37,1,1
8,-4,0.01,4.327,10,0,0
7,-6,0.53,7.95,77,1,1
4,-1,0.9,10.387,79,1,1
4,-6,0.73,9.234,79,1,1
3,1,0.25,4.469,23,0,1
8,-5,0.7,8.01,43,1,1
5,-3,0.95,8.233,22,1,0
9,-6,0.71,8.405001,11,1,1
5,-5,0.75,4.406,15,0,0
8,-4,0.45,9.035999,49,0,1
10,1,0.9,9.15,51,1,1
4,-3,0.26,8.005,31,0,1
8,-3,0.75,10.142,64,1,1
10,-1,0.79,9.1380005,58,1,1
9,-5,0.55,6.655,66,1,1
8,-4,0.85,10.022,30,1,1
5,-3,0.84,7.965,49,1,0
8,-4,0.48,6.695,70,1,1
9,-6,0.32,8.717,66,1,0
6,-6,0.5,6.227,59,0,0
5,-1,0.83,7.139,55,1,1
8,0,0.83,9.798,16,0,1
8,-8,0.78,8.133,33,1,0
4,-4,0.36,8.301,38,0,0
5,-4,0.73,4.134,11,0,0
8,-8,0.25,7.981,79,1,0
9,-6,0.96,9.524,54,1,1
4,-1,0.84,9.813,89,1,1
9,-5,0.38,8.446,13,1,0
4,-6,0.69,8.349,76,1,1
9,-8,0.13,8.926,16,0,0
5,-1,0.74,7.478,74,1,0
10,-1,0.09,9.704,21,0,1
5,-6,0.67,8.042,72,1,1
6,0,0.78,7.676,78,1,1
9,-7,0.04,8.269,83,0,0
10,-3,0.21,8.33,40,0,0
9,-4,0.56,5.771,70,0,0
6,-5,0.68,7.499,64,1,0
9,-3,0.08,4.105,33,0,0
8,0,0.77,9.691999,78,1,1
6,-6,0.44,7.295,86,1,1
3,-3,0.88,6.766,62,1,1
4,-2,0.22,7.598,27,0,1
5,-8,0.14,7.299,78,0,0
9,-4,0.35,8.225,86,1,1
10,-3,0.02,8.661,35,0,0
5,-8,0.92,8.15,40,1,0
3,-8,0.35,4.415,59,0,0
7,-1,0.71,6.871,70,1,1
3,-4,0.87,7.739,44,0,1
10,-3,0.18,5.474,86,1,0
8,-3,0.83,10.218,78,1,1
4,-5,0.88,6.9,79,1,1
5,-4,0.96,8.974,41,1,1
8,-4,0.44,7.959,83,1,1
9,-7,0.82,8.524,55,1,0
4,-3,0.35,6.291,82,0,0
10,0,0.69,7.882,32,1,1
10,-6,0.5,10.971,73,1,1
9,-2,0.38,6.7,23,1,0
7,-2,0.54,7.183,68,1,1
7,1,0.68,8.811,82,1,1
8,-5,0.79,9.292,62,1,1
10,-4,0.12,8.238,88,1,1
10,-2,0.03,10.909,68,1,1
5,-6,0.63,9.021,59,1,1
5,-3,0.35,4.718,80,0,0
5,-1,0.92,7.325,45,1,1
10,-5,0.65,8.321,40,1,1
6,-6,0.4,6.535,40,0,0
5,-2,0.05,6.614,20,0,0
9,-3,0.03,4.941,85,0,0
9,-3,0.17,6.271,84,1,1
8,-7,0.27,5.795,15,0,0
3,-4,0.72,4.018,36,0,0
10,-4,0.85,8.3619995,18,1,1
8,-2,0.73,10.558,27,1,1
4,-4,0.05,8.092,33,0,1
6,-6,0.25,5.338,64,0,1
3,0,0.16,7.831,86,0,1
3,-8,0.6,6.716,49,0,0
5,-2,0.68,10.277,89,1,1
9,-4,0.74,8.208,40,1,1
7,-3,0.76,9.171,19,0,1
3,-8,0.84,8.028,70,0,0
5,-1,0.97,6.203,74,1,1
7,-7,0.82,8.48,51,1,0
9,-6,0.03,8.896999,29,0,1
4,-4,0.3,5.483,70,0,0
6,-2,0.4,5.018,37,0,0
7,-5,0.19,4.033,37,0,0
4,-8,0.45,6.716,12,0,0
10,0,0.48,6.637,23,1,1
7,-4,0.9,6.232,66,1,1
5,-1,0.79,8.587999,63,1,1
6,-8,0.6,6.357,61,1,0
10,-6,0.24,9.221001,69,1,1
8,-6,0.94,6.143,40,1,1
5,-1,0.7,7.684,37,0,0
5,-2,0.75,7.493,31,0,0
5,-8,0.56,4.171,23,0,0
10,-3,0.17,5.42,62,1,0
6,-6,0.05,7.479,79,0,0
7,-7,0.86,5.628,88,1,0
7,-6,0.95,9.144,66,1,1
9,-4,0.04,7.293,63,0,0
9,0,0.78,7.791,68,1,1
4,-4,0.02,6.99,43,0,1
10,0,0.85,7.471,51,1,1
6,-1,0.4,7.432,77,0,0
9,-4,0.88,8.8689995,75,1,1
6,-4,0.78,10.921,17,0,1
6,-2,0.3,7.133,19,0,0
8,-4,0.92,6.805,15,1,0
8,-6,0.81,8.528999,50,1,1
5,-6,0.57,8.959,82,0,0
10,-1,0.16,6.199,60,1,1
4,-1,0.96,10.699,82,1,1
9,-2,0.45,7.999,19,0,1
10,-2,0.14,4.228,75,1,0
9,-2,0.31,6.074,49,0,1
6,-3,0.73,9.2,55,1,1
5,-3,0.72,8.786,57,1,0
7,-4,0.88,7.009,79,1,0
10,-7,0.33,5.465,65,1,0
7,-2,0.94,4.991,12,1,0
8,-5,0.28,7.91,72,0,1
9,-7,0.28,5.67,46,1,0
7,-7,0.62,6.16,37,0,0
6,-6,0.45,8.614,33,0,0
6,-3,0.68,7.91,80,1,1
9,0,0.33,7.233,58,1,1
8,-6,0.87,8.889,17,1,1
3,-3,0.25,8.836,44,0,1
8,-2,0.25,7.706,76,0,1
4,-8,0.5,4.561,84,1,0
10,-4,0.18,5.694,12,0,0
4,-6,0.94,9.048,33,1,1
7,-8,0.39,5.164,13,0,0
3,-4,0.99,10.407,49,1,1
8,-1,0.99,8.852,83,1,1
5,-6,0.65,7.471,44,1,0
7,-2,0.35,4.252,77,0,0
10,0,0.09,10.734,87,1,1
10,-7,0.42,6.211,49,1,0
7,-4,0.98,6.012,27,1,0
7,-4,0.82,5.151,43,1,0
8,-6,0.55,5.057,27,0,0
9,-5,0.47,9.584,17,0,1
8,-7,0.7,4.378,36,1,0
10,-3,0.4,10.097,74,1,1
9,1,0.82,10.898,81,1,1
9,-1,0.72,7.872,73,1,1
8,-2,0.75,6.749,79,1,1
10,-1,0.88,6.58,89,1,1
4,-1,0.3,8.279,54,0,0
8,-6,0.79,7.981,34,1,1
5,-7,0.68,6.617,33,0,0
8,-3,0.68,9.801001,64,1,1
8,-4,0.89,10.266,35,1,1
10,-1,0.95,9.989,62,1,1
4,0,0.86,7.477,60,1,1
10,-2,0.49,8.975,68,1,1
7,-8,0.43,4.067,49,1,0
7,-1,0.66,7.652,73,0,0
8,-1,0.65,9.538,49,1,1
8,-2,0.94,7.689,17,1,1
8,-2,0.65,7.99,25,0,0
9,-3,0.59,9.844999,23,1,1
6,-5,0.08,6.23,83,0,0
3,-6,0.83,7.726,51,1,1
8,-1,0.2,7.822,78,0,1
8,-3,0.19,6.271,46,0,0
9,-3,0.26,7.349,24,0,1
10,0,0.17,10.369,81,1,1
10,-5,0.55,10.313,16,1,1
9,-1,0.69,7.818,53,1,1
7,-2,0.53,8.751,13,0,0
9,-5,0.74,5.418,76,1,0
8,-2,0.56,5.847,86,0,0
8,-4,0.66,7.378,25,1,1
5,-2,0.88,7.158,76,1,1
9,-7,0.49,5.491,30,1,0
4,-3,0.05,5.031,56,0,1
7,-3,0.81,8.469999,81,1,1
10,0,0.48,7.448,37,1,1
4,-3,0.65,4.124,33,0,0
10,-6,0.15,9.146,59,1,1
9,-6,0.45,7.917,75,0,0
4,-2,0.05,6.924,78,0,0
4,-8,0.4,6.299,64,0,0
3,-2,0.54,4.163,80,0,0
10,0,0.37,6.813,61,1,1
8,-4,0.2,5.331,20,0,0
5,0,0.76,6.893,85,1,1
4,-2,0.76,8.046,16,0,0
10,-7,0.07,8.427,83,1,0
7,-8,0.21,8.46,20,0,0
9,-6,0.74,6.599,73,1,0
4,-5,0.57,6.185,53,0,0
4,-3,0.04,6.135,17,0,1
5,-7,0.88,4.775,70,1,0
4,-4,0.22,4.568,61,0,0
3,-2,0.89,9.3,55,1,1
9,-7,0.6,4.148,17,1,0
5,-2,0.04,4.819,65,0,0
4,-6,0.4,4.631,30,0,0
4,-3,0.96,9.13,12,0,1
3,-2,0.78,7.867,68,1,0
6,-2,0.07,10.663,85,0,1
4,-5,0.13,7.61,53,0,0
3,-8,0.69,8.976,57,0,0
10,-6,0.7,8.352,60,1,1
4,-5,0.9,8.93,60,1,0
6,-6,0.75,8.127,48,1,1
3,-3,0.86,6.85,89,1,1
9,-6,0.97,6.263,23,1,1
6,-1,0.45,8.301,36,0,1
8,-8,0.88,5.12,58,1,0
10,-8,0.24,7.726,57,1,0
5,-4,0.88,9.858,67,1,1
5,-7,0.88,6.467,31,1,0
10,-2,0.98,6.07,31,1,1
9,-1,0.49,6.754,65,1,1
5,-3,0.66,9.103001,80,1,1
8,-8,0.48,7.361,82,1,0
10,-6,0.06,7.196,24,1,1
7,-1,0.83,6.409,83,1,0
5,-5,0.42,5.026,57,0,0
6,-1,0.11,6.664,20,0,0
8,-4,0.0,8.482,68,0,0
10,-8,0.09,6.167,73,1,0
6,0,0.94,7.889,28,1,1
4,-6,0.88,5.538,88,1,0
9,-1,0.78,9.527,25,1,1
8,-6,0.37,6.327,37,0,0
7,-2,0.5,7.84,25,0,0
4,-1,0.63,5.56,19,0,0
9,-1,0.07,8.107,88,0,1
4,-4,0.73,6.734,79,1,0
7,-8,0.05,6.57,49,0,0
6,-2,0.04,8.639,65,0,0
7,-3,0.92,6.309,81,1,1
9,0,0.32,9.9869995,70,1,1
5,0,0.83,10.99,72,1,1
6,-4,0.77,7.072,54,1,1
8,-2,0.82,6.704,40,1,1
7,-3,0.66,4.027,64,1,0
10,-5,0.12,6.433,42,1,1
3,-8,0.74,4.905,50,0,0
9,-4,0.1,4.86,17,0,0
3,-4,0.69,7.512,68,1,1
9,-5,0.79,7.783,74,1,1
10,-7,0.59,8.018,41,1,0
7,-3,0.94,10.294,23,1,1
6,-5,0.22,7.814,31,0,0
4,0,0.94,7.357,83,1,1
8,-1,0.59,6.85,78,0,0
10,-3,0.39,7.486,22,1,1
3,-3,0.09,4.972,20,0,0
5,-1,0.89,6.702,24,1,1
7,-8,0.17,7.872,15,0,0
7,-7,0.19,8.068,57,0,0
5,-1,0.75,8.772,64,0,0
7,-2,0.32,5.041,80,0,0
9,-2,0.9,7.005,33,1,1
9,-4,0.51,7.506,58,1,1
8,-6,0.86,9.093,20,1,1
6,-4,0.4,5.55,27,0,1
8,0,0.98,7.971,53,1,1
5,-6,0.52,8.212,43,0,0
9,-3,0.95,8.823999,86,1,1
6,-2,0.69,9.66,49,1,1
7,-6,0.97,7.32,37,1,1
4,-4,0.45,7.556,49,0,0
3,0,0.09,7.95,20,0,1
4,-8,0.32,6.187,60,0,0
10,-3,0.79,8.486,61,1,1
4,-2,0.42,8.858,21,0,0
3,-2,0.54,6.257,43,0,0
10,-1,0.46,8.642,53,1,0
4,-1,0.97,4.246,27,1,0
4,-2,0.93,9.005,11,0,1
4,-3,0.18,7.213,38,0,0
10,-6,0.58,7.951,28,1,1
10,0,0.9,9.157,74,1,1
9,0,0.82,9.6970005,22,1,1
10,-3,0.16,6.675,40,1,1
5,-4,0.73,8.042,56,1,1
9,-6,0.68,7.383,71,1,0
10,0,0.37,7.59,60,1,1
7,-4,0.84,8.865,54,1,1
7,-5,0.94,7.399,47,1,0
6,-6,0.36,8.179,67,0,0
8,-4,0.4,5.104,59,0,0
9,-2,0.68,7.49,30,1,0
6,-5,0.91,9.33,28,1,1
10,-2,0.37,7.746,74,1,0
5,-5,0.57,5.138,17,0,0
10,-4,0.79,7.349,65,1,0
10,-8,0.69,6.08,69,1,0
9,-1,0.8,9.603001,76,1,1
5,-7,0.89,6.4,41,1,0
10,-5,0.24,7.83,19,0,1
8,-3,0.84,7.775,15,0,0
5,-8,0.93,8.733,74,1,0
9,-1,0.78,8.823999,27,1,1
8,-1,0.25,6.83,49,0,0
9,-2,0.23,10.188,45,0,1
4,-4,0.5,7.252,53,0,0
7,-6,0.85,7.583,59,1,1
9,-5,0.53,6.72,80,1,1
3,0,0.14,8.713,39,0,1
7,-1,0.94,10.64,33,1,1
6,-4,0.96,6.885,26,1,0
7,-4,0.84,10.389,73,1,1
10,-5,0.11,6.869,58,1,1
9,-3,0.54,4.273,61,1,0
10,-5,0.32,10.951,65,1,1
10,-5,0.02,7.838,52,1,1
9,-4,0.97,10.406,75,1,1
10,-1,0.57,6.615,87,1,1
4,-6,0.85,6.35,10,0,0
8,-3,0.79,7.501,29,1,1
9,-3,0.82,4.449,47,1,0
5,-6,0.96,5.851,21,1,0
9,-3,0.31,8.073,54,1,1
5,-1,0.89,7.709,84,1,0
3,-6,0.59,5.63,84,1,0
6,-4,0.8,6.114,16,0,0
4,-3,0.91,10.293,73,1,1
10,-2,0.67,7.35,23,1,1
9,-6,0.8,7.901,38,1,0
6,-8,0.29,5.074,83,0,0
9,-2,0.05,8.622,47,0,1
7,-4,0.36,8.737,69,0,0
6,-2,0.19,5.474,70,0,0
8,-4,0.64,8.526,35,0,1
4,-3,0.56,4.746,61,0,0
9,-3,0.98,8.500999,34,1,1
3,-6,0.42,6.948,36,0,0
6,0,0.87,10.334,19,1,1
7,-5,0.66,7.077,44,1,1
10,-6,0.55,8.966,22,1,0
9,-7,0.56,4.922,30,1,0
4,-3,0.31,6.751,44,0,0
8,-2,0.84,7.494,81,1,0
3,1,0.16,8.979,87,0,1
4,-4,0.94,8.816,39,1,0
4,-4,0.79,8.363,37,1,1
4,-6,0.02,7.211,18,0,1
9,-2,0.8,8.089001,63,1,1
4,-1,0.66,6.508,76,0,1
10,-1,0.58,8.825,61,1,0
7,-3,0.05,5.204,18,0,0
9,-3,0.77,8.989,71,1,0
7,-6,0.9,8.978,41,1,0
10,-6,0.83,4.62,70,1,0
4,-5,0.97,4.16,24,1,0
3,-6,0.44,4.665,20,0,0
5,-4,0.18,8.747,58,0,0
3,-6,0.95,10.712,79,1,1
10,-3,0.59,8.866,10,1,0
10,-4,0.73,7.018,38,1,1
10,-6,0.25,7.443,55,1,0
10,-6,0.31,7.501,22,1,1
4,-2,0.83,7.438,65,1,1
9,-4,0.73,8.585,81,1,1
10,-1,0.9,9.694,30,1,1
10,-4,0.38,10.587,47,1,1
8,-6,0.74,10.563,68,1,1
9,-3,0.54,10.817,14,0,1
7,-8,0.25,7.273,10,0,0
9,-1,0.03,10.889,77,0,1
4,-8,0.78,6.215,19,1,0
3,0,0.29,7.641,13,0,1
9,-3,0.54,9.082,19,1,1
8,-1,0.94,7.099,54,1,0
10,-1,0.6,8.075,89,1,1
8,-3,0.11,6.531,54,0,0
9,-3,0.03,5.785,28,0,0
3,-3,0.55,6.165,76,1,0
4,-2,0.09,7.232,16,0,0
8,-3,0.83,9.774,57,1,1
7,-5,0.02,4.76,65,0,0
8,-3,0.91,9.8810005,41,1,1
6,-7,0.0,5.026,15,0,0
10,0,0.97,9.916,22,1,1
9,-1,0.72,7.111,80,1,1
7,-7,0.32,5.064,32,0,0
9,-1,0.89,7.466,89,1,1
5,-7,0.23,6.609,14,0,0
8,-6,0.88,7.158,20,1,0
8,-6,0.37,10.458,86,1,1
9,-6,0.12,7.316,10,0,0
10,-1,0.85,7.387,18,1,1
6,-6,0.14,8.173,89,0,0
3,-1,0.09,5.219,18,0,1
4,-2,0.19,6.163,76,0,0
9,0,0.8,8.918,73,1,1
10,-5,0.68,10.976,82,1,1
7,-2,0.81,5.004,45,1,0
5,-2,0.81,5.118,80,1,0
6,-6,0.81,7.238,13,0,0
10,-5,0.68,7.045,19,1,1
5,0,0.8,10.407,51,1,1
10,-5,0.26,8.456,72,1,0
8,-4,0.65,10.608,44,1,1
10,-6,0.26,6.96,58,1,1
10,-6,0.79,7.82,86,1,1
10,-6,0.77,9.585,16,1,1
6,-4,0.94,10.256,80,1,1
7,-6,0.37,8.63,87,0,0
10,-1,0.3,7.737,19,0,1
4,-2,0.81,8.905,69,1,0
9,-3,0.89,6.246,21,1,1
3,-1,0.36,7.414,13,0,1
10,-4,0.71,7.101,41,1,0
10,-5,0.75,6.588,53,1,1
7,-2,0.82,6.813,78,1,1
5,-5,0.97,7.87,88,1,0
6,-4,0.26,4.959,69,0,0
6,-5,0.79,7.683,56,1,1
3,-2,0.25,4.072,62,0,0
7,-5,0.69,8.828,75,1,1
8,-4,0.85,4.633,32,1,0
3,-3,0.65,8.975,30,0,1
3,-8,0.95,6.422,14,1,0
6,-4,0.55,7.305,78,1,1
3,-2,0.33,4.431,26,0,0
3,-4,0.16,7.811,32,0,1
7,-1,0.85,7.18,49,1,1
8,-1,0.13,7.427,34,0,0
8,-6,0.42,6.038,14,0,0
3,-2,0.14,8.773,46,0,1
8,0,0.88,6.142,37,1,1
7,-5,0.43,4.388,21,0,0
8,-2,0.86,8.735001,73,1,1
8,-8,0.9,4.88,80,1,0
10,-5,0.53,8.886,27,1,0
8,-7,0.89,6.331,13,1,0
5,-3,0.99,6.899,32,1,1
4,-6,0.68,7.542,55,1,1
3,-4,0.68,6.676,39,0,0
8,-6,0.3,4.238,67,0,0
9,-5,0.23,6.701,76,1,0
10,-1,0.68,10.977,16,0,1
9,-4,0.23,7.004,17,0,0
8,-6,0.66,8.883,23,0,0
7,0,0.83,7.169,68,1,1
10,-5,0.94,10.251,11,1,1
6,-5,0.39,6.681,53,0,0
10,-2,0.84,6.807,14,1,1
4,-6,0.28,5.844,19,0,0
3,-1,0.86,4.046,24,0,0
9,-3,0.4,6.155,35,1,0
8,1,0.94,9.781,72,1,1
10,-3,0.61,9.308001,82,1,1
7,-5,0.8,8.6310005,52,1,1
9,-1,0.88,7.352,34,1,1
10,-2,0.19,6.838,52,1,1
6,-6,0.55,8.077,79,1,0
5,-8,0.05,6.25,22,0,0
8,-8,0.48,5.082,40,0,0
8,-2,0.34,5.828,85,0,0
7,-5,0.99,7.556,22,1,0
4,0,0.12,8.967,72,0,1
5,-3,0.55,8.727,75,0,0
9,-1,0.16,6.414,15,1,1
9,-7,0.17,8.729,67,0,0
9,0,0.34,7.145,88,0,1
6,0,0.87,7.144,63,1,1
3,-4,0.77,5.308,21,1,0
4,-6,0.44,5.964,40,0,0
9,-8,0.18,6.034,59,1,0
7,-5,0.72,7.126,18,0,0
9,1,0.13,9.775,89,1,1
10,-5,0.13,8.548,34,0,0
3,-3,0.85,7.704,69,1,1
9,-6,0.97,7.09,88,1,1
10,-3,0.11,10.197,20,0,1
10,-2,0.82,9.879,70,1,1
10,-6,0.2,4.91,65,1,0
6,-6,0.05,4.811,25,0,0
7,-5,0.42,7.209,33,0,0
7,-4,0.18,6.221,27,0,0
8,-6,0.98,6.389,13,1,1
5,1,0.76,8.382999,76,0,1
8,-3,0.84,4.989,79,1,0
4,-6,0.89,6.822,54,0,1
8,-1,0.87,8.718,82,1,1
6,-3,0.95,10.964,72,1,1
10,-2,0.85,8.112,32,1,0
9,-6,0.16,9.156,27,0,1
9,0,0.38,10.805,45,1,1
7,-4,0.61,9.089001,77,1,1
9,-8,0.82,8.353,78,1,0
7,-7,0.57,8.64,61,0,0
3,-8,0.27,5.773,57,0,0
3,-6,0.93,8.153999,74,1,1
7,-6,0.12,6.3,20,0,0
7,-3,0.96,8.173,13,1,0
3,-6,0.3,5.723,60,0,0
9,-3,0.17,10.945,64,0,1
6,-2,0.42,4.192,89,0,0
7,-7,0.03,8.341,68,0,0
10,-8,0.53,7.947,17,1,0
4,-2,0.95,5.293,30,1,0
8,-6,0.68,7.959,13,1,1
8,-5,0.45,8.561,73,0,0
8,-2,0.88,6.034,76,1,1
6,-2,0.94,9.361,34,1,1
3,-6,0.75,6.993,85,0,0
9,-6,0.54,9.51,25,0,1
9,-8,0.99,5.008,20,1,0
9,-5,0.07,6.685,89,0,0
9,-5,0.68,6.007,80,1,0
9,0,0.73,7.594,22,1,1
3,-7,0.47,6.894,24,0,0
3,-3,0.68,7.675,25,0,0
5,-1,0.76,9.643,79,1,1
5,-6,0.87,5.261,45,1,0
7,-2,0.06,4.235,24,0,0
8,-4,0.52,10.117,72,1,1
7,-6,0.74,10.792,32,1,1
8,-5,0.51,5.674,26,0,0
9,-4,0.26,6.697,60,0,1
5,-7,0.21,5.175,16,0,0
6,-6,0.4,4.65,12,0,1
6,-7,0.66,8.037,63,1,0
9,-3,0.56,7.712,56,1,1
9,-1,0.01,8.014,60,1,1
10,0,0.85,6.204,61,1,1
10,-4,0.83,10.229,19,1,1
10,-3,0.22,6.459,55,1,0
6,-8,0.25,7.59,32,0,0
5,-7,0.42,8.543,56,0,0
6,-7,0.78,5.371,25,1,0
4,-5,0.8,8.216,51,1,1
6,-5,0.8,4.612,74,1,0
7,-6,0.36,5.5,31,1,1
5,-7,0.9,7.781,17,1,0
8,-6,0.45,8.552,19,0,0
6,-2,0.6,4.416,59,0,0
5,-1,0.99,8.603001,44,1,1
10,-2,0.74,6.99,46,1,1
9,-4,0.43,4.6,38,1,0
9,-4,0.15,9.857,80,1,1
3,-6,0.22,7.513,17,0,1
10,-3,0.74,8.719,39,1,1
10,-3,0.7,5.005,61,1,0
3,-4,0.88,5.899,37,1,0
3,-2,0.88,9.615,82,1,1
4,-8,1.0,5.727,44,1,0
6,-3,0.11,8.344999,54,0,1
6,-4,0.05,7.405,58,0,1
3,-6,0.01,8.047,87,0,1
4,-6,0.7,9.182,43,1,1
8,-5,0.87,7.972,73,1,1
7,-3,0.76,4.367,32,0,0
5,-2,0.74,6.972,66,1,1
6,-2,0.07,8.201,13,0,0
7,-5,0.4,4.154,67,0,0
9,-4,0.85,7.446,82,1,1
9,-6,0.1,9.353001,41,0,1
6,-6,0.67,8.977,29,0,1
5,-6,0.39,5.038,72,1,0
7,-8,0.84,8.259,59,1,0
